51 2 0 | ὣς ἔφατʼ οὐδʼ ἀπίθησε διάκτορος ἀργεϊφόντης αὐτίκʼ ἔπειθʼ ὑπὸ ποσσὶν ἐδήσατο καλὰ πέδιλα ἀμβρόσια χρύσεια τά μιν φέρον ἠμὲν ἐφʼ ὑγρὴν ἠδʼ ἐπʼ ἀπείρονα γαῖαν ἅμα πνοιῇς ἀνέμοιο εἵλετο δὲ ῥάβδον τῇ τʼ ἀνδρῶν ὄμματα θέλγει ὧν ἐθέλει τοὺς δʼ αὖτε καὶ ὑπνώοντας ἐγείρει τὴν μετὰ χερσὶν ἔχων πέτετο κρατὺς ἀργεϊφόντης | Il.24.339-Il.24.345 Od.5.43-Od.5.49
11 7 6 | ἔν τʼ ἄρα οἱ φῦ χειρὶ ἔπος τʼ ἔφατʼ ἔκ τʼ | Il.6.253-Il.6.253 Il.6.406-Il.6.406 Il.14.232-Il.14.232 Il.18.384-Il.18.384 Il.18.423-Il.18.423 Il.19.7-Il.19.7 Od.15.530-Od.15.530
11 2 0 | ὀχθήσας δʼ ἄρα εἶπε πρὸς ὃν μεγαλήτορα θυμόν ὤ μοι ἐγὼ | Il.11.403-Il.11.404 Od.5.298-Od.5.299
11 2 0 | ἔπειτα καὶ ὣ πεπλήγετο μηρὼ χερσὶ καταπρηνέσσʼ ὀλοφυρόμενος δʼ ἔπος ηὔδα | Il.15.397-Il.15.398 Od.13.198-Od.13.199
11 4 2 | τὼ δέ οἱ ὄσσε δακρυόφι πλῆσθεν θαλερὴ δέ οἱ ἔσχετο φωνή | Il.17.695-Il.17.696 Il.23.396-Il.23.397 Od.4.704-Od.4.705 Od.19.471-Od.19.472
11 3 2 | ὀχθήσας δʼ ἄρα εἶπε πρὸς ὃν μεγαλήτορα θυμόν ὤ μοι ἐγώ | Il.18.5-Il.18.6 Od.5.355-Od.5.356 Od.5.464-Od.5.465
11 2 0 | στῆ δʼ ἄρʼ ὑπὲρ κεφαλῆς καί μιν πρὸς μῦθον ἔειπεν εὕδεις | Il.23.68-Il.23.69 Od.4.803-Od.4.804
10 6 5 | ὅ γʼ ὣς εἰπὼν κατʼ ἄρʼ ἕζετο τοῖσι δʼ ἀνέστη | Il.1.68-Il.1.68 Il.1.101-Il.1.101 Il.2.76-Il.2.76 Il.7.354-Il.7.354 Il.7.365-Il.7.365 Od.2.224-Od.2.224
10 2 0 | οὐδέ τι δαιτὸς ἐσθλῆς ἔσσεται ἦδος ἐπεὶ τὰ χερείονα νικᾷ | Il.1.575-Il.1.576 Od.18.403-Od.18.404
10 11 5 | ἄλλο δέ τοι ἐρέω σὺ δʼ ἐνὶ φρεσὶ βάλλεο σῇσιν | Il.4.39-Il.4.39 Il.5.259-Il.5.259 Il.16.444-Il.16.444 Il.16.851-Il.16.851 Od.11.454-Od.11.454 Od.16.281-Od.16.281 Od.16.299-Od.16.299 Od.17.548-Od.17.548 Od.19.236-Od.19.236 Od.19.495-Od.19.495 Od.19.570-Od.19.570
10 3 2 | εὖ γὰρ ἐγὼ τόδε οἶδα κατὰ φρένα καὶ κατὰ θυμόν | Il.4.163-Il.4.163 Il.6.447-Il.6.447 Od.15.211-Od.15.211
10 3 0 | ἀλλʼ ἐγὼ οὐ πιθόμην ἦ τʼ ἂν πολὺ κέρδιον ἦεν | Il.5.201-Il.5.201 Il.22.103-Il.22.103 Od.9.228-Od.9.228
10 2 0 | ἀλλʼ εἴ μοί τι πίθοιο τό κεν πολὺ κέρδιον εἴη | Il.7.28-Il.7.28 Od.20.381-Od.20.381
10 2 0 | πολὺ μείζονα λᾶαν ἀείρας ἧκʼ ἐπιδινήσας ἐπέρεισε δὲ ἶνʼ ἀπέλεθρον | Il.7.268-Il.7.269 Od.9.537-Od.9.538
10 2 0 | ὄφρʼ εἴπω τά με θυμὸς ἐνὶ στήθεσσι κελεύει νῦν μὲν | Il.7.369-Il.7.370 Od.7.187-Od.7.188
10 3 2 | δʼ ἄρα πάντες ἀκὴν ἐγένοντο σιωπῇ ὀψὲ δὲ δὴ μετέειπε | Il.7.398-Il.7.399 Od.7.154-Od.7.155 Od.20.320-Od.20.321
10 2 0 | Ἠέλιος μὲν ἔπειτα νέον προσέβαλλεν ἀρούρας ἐξ ἀκαλαρρείταο βαθυρρόου Ὠκεανοῖο | Il.7.421-Il.7.422 Od.19.433-Od.19.434
10 2 0 | δεπάεσσιν αὐτὰρ ἐπεὶ σπεῖσάν τʼ ἔπιόν θʼ ὅσον ἤθελε θυμός | Il.9.176-Il.9.177 Od.7.183-Od.7.184
10 2 0 | τόσα πώεα οἰῶν τόσσα συῶν συβόσια τόσʼ αἰπόλια πλατέʼ αἰγῶν | Il.11.678-Il.11.679 Od.14.100-Od.14.101
10 3 0 | κὰδ δʼ ἔπεσʼ ἐν κονίῃσι μακών ἀπὸ δʼ ἔπτατο θυμός | Il.16.469-Il.16.469 Od.10.163-Od.10.163 Od.19.454-Od.19.454
10 2 0 | ἀλλʼ ἄγε δεῦρο πέπον παρʼ ἔμʼ ἵστασο καὶ ἴδε ἔργον | Il.17.179-Il.17.179 Od.22.233-Od.22.233
10 2 0 | δʼ ὕδωρ αὐτὰρ ἐπεὶ δὴ ζέσσεν ὕδωρ ἐνὶ ἤνοπι χαλκῷ | Il.18.348-Il.18.349 Od.10.359-Od.10.360
10 3 2 | ἐπὶ θρόνου ἀργυροήλου καλοῦ δαιδαλέου ὑπὸ δὲ θρῆνυς ποσὶν ἦεν | Il.18.389-Il.18.390 Od.10.314-Od.10.315 Od.10.366-Od.10.367
10 2 0 | αὐτὰρ ἐπεὶ τό γʼ ἄκουσε Ποσειδάων ἐνοσίχθων βῆ ῥʼ ἴμεν | Il.20.318-Il.20.319 Od.13.159-Od.13.160
10 2 0 | νήπιος οὐδὲ τὸ ᾔδη ὃ οὐ πείσεσθαι ἔμελλεν οὐ γάρ | Il.20.466-Il.20.467 Od.3.146-Od.3.147
10 2 0 | ὣς φάτο τοῦ δʼ αὐτοῦ λύτο γούνατα καὶ φίλον ἦτορ | Il.21.114-Il.21.114 Od.24.345-Od.24.345
10 5 2 | στῆ δʼ ἄρʼ ὑπὲρ κεφαλῆς καί μιν πρὸς μῦθον ἔειπεν | Il.23.68-Il.23.68 Il.24.682-Il.24.682 Od.4.803-Od.4.803 Od.6.21-Od.6.21 Od.23.4-Od.23.4
10 2 0 | δώδεκα δʼ ἁπλοΐδας χλαίνας τόσσους δὲ τάπητας τόσσα δὲ φάρεα | Il.24.230-Il.24.231 Od.24.276-Od.24.277
10 2 0 | ὣς φάτο τῷ δʼ ἄρα πατρὸς ὑφʼ ἵμερον ὦρσε γόοιο | Il.24.507-Il.24.507 Od.4.113-Od.4.113
9 3 2 | κρητῆρας ἐπεστέψαντο ποτοῖο νώμησαν δʼ ἄρα πᾶσιν ἐπαρξάμενοι δεπάεσσιν | Il.1.470-Il.1.471 Il.9.175-Il.9.176 Od.21.271-Od.21.272
9 4 3 | ἀλλʼ ἔκ τοι ἐρέω τὸ δὲ καὶ τετελεσμένον ἔσται | Il.2.257-Il.2.257 Od.2.187-Od.2.187 Od.17.229-Od.17.229 Od.18.82-Od.18.82
9 5 4 | αὐτὰρ ἐπεὶ πόσιος καὶ ἐδητύος ἐξ ἔρον ἕντο τοῖς | Il.2.432-Il.2.433 Il.7.323-Il.7.324 Il.9.92-Il.9.93 Od.3.67-Od.3.68 Od.15.303-Od.15.304
9 3 2 | οὐκ οἴη ἅμα τῇ γε καὶ ἀμφίπολοι δύʼ ἕποντο | Il.3.143-Il.3.143 Od.1.331-Od.1.331 Od.18.207-Od.18.207
9 3 0 | τοῦτο δέ τοι ἐρέω ὅ μʼ ἀνείρεαι ἠδὲ μεταλλᾷς | Il.3.177-Il.3.177 Od.7.243-Od.7.243 Od.15.402-Od.15.402
9 2 0 | ὣς φάτο τῇ δʼ ἄρα θυμὸν ἐνὶ στήθεσσιν ὄρινε | Il.3.395-Il.3.395 Od.17.150-Od.17.150
9 3 2 | πάρος μεμαυῖαν Ἀθήνην βῆ δὲ κατʼ Οὐλύμποιο καρήνων ἀΐξασα | Il.4.73-Il.4.74 Il.22.186-Il.22.187 Od.24.487-Od.24.488
9 2 0 | ὧδε δέ τις εἴπεσκεν ἰδὼν ἐς πλησίον ἄλλον ἦ | Il.4.81-Il.4.82 Od.18.72-Od.18.73
9 2 0 | τοὔνεκά τοι ἐρέω σὺ δὲ σύνθεο καί μευ ἄκουσον | Il.6.334-Il.6.334 Od.18.129-Od.18.129
9 7 2 | ὣς ἔφαθʼ οἱ δʼ ἄρα πάντες ἀκὴν ἐγένοντο σιωπῇ | Il.7.92-Il.7.92 Il.8.28-Il.8.28 Od.8.234-Od.8.234 Od.11.333-Od.11.333 Od.13.1-Od.13.1 Od.16.393-Od.16.393 Od.20.320-Od.20.320
9 3 2 | ὄφρα μὲν ἠὼς ἦν καὶ ἀέξετο ἱερὸν ἦμαρ τόφρα | Il.8.66-Il.8.67 Il.11.84-Il.11.85 Od.9.56-Od.9.57
9 3 2 | αὐτὰρ ἐπεὶ σπεῖσάν τʼ ἔπιόν θʼ ὅσον ἤθελε θυμός | Il.9.177-Il.9.177 Od.7.184-Od.7.184 Od.18.427-Od.18.427
9 3 0 | αὐτὰρ ἐπεί ῥʼ ὄμοσέν τε τελεύτησέν τε τὸν ὅρκον | Il.14.280-Il.14.280 Od.2.378-Od.2.378 Od.10.346-Od.10.346
9 2 0 | δʼ ἔργα τέτυκτο τῶν ἄλλων Δαναῶν μετʼ ἀμύμονα Πηλεΐωνα | Il.17.279-Il.17.280 Od.11.550-Od.11.551
9 2 0 | ὅς περ θνητός τʼ ἐστὶ καὶ οὐ τόσα μήδεα | Il.18.363-Il.18.363 Od.20.46-Od.20.46
9 3 2 | τοὔνεκα νῦν τὰ σὰ γούναθʼ ἱκάνομαι αἴ κʼ ἐθέλῃσθα | Il.18.457-Il.18.457 Od.3.92-Od.3.92 Od.4.322-Od.4.322
9 3 0 | τοῖσι δὲ μύθων ἦρχε πατὴρ ἀνδρῶν τε θεῶν τε | Il.22.167-Il.22.167 Il.24.103-Il.24.103 Od.1.28-Od.1.28
9 2 0 | τῶν πάντων οὐ τόσσον ὀδύρομαι ἀχνύμενός περ ὡς ἑνός | Il.22.424-Il.22.425 Od.4.104-Od.4.105
9 6 5 | στῆ δʼ ἄρʼ ὑπὲρ κεφαλῆς καί μιν πρὸς μῦθον | Il.23.68-Il.23.68 Il.24.682-Il.24.682 Od.4.803-Od.4.803 Od.6.21-Od.6.21 Od.20.32-Od.20.32 Od.23.4-Od.23.4
9 2 0 | ὣς φάτο τοῖσι δὲ πᾶσιν ὑφʼ ἵμερον ὦρσε γόοιο | Il.23.108-Il.23.108 Od.4.183-Od.4.183
9 3 0 | καί νύ κʼ ὀδυρομένοισιν ἔδυ φάος ἠελίοιο εἰ μὴ | Il.23.154-Il.23.155 Od.16.220-Od.16.221 Od.21.226-Od.21.227
9 2 0 | σῆμα δέ τοι ἐρέω μάλʼ ἀριφραδές οὐδέ σε λήσει | Il.23.326-Il.23.326 Od.11.126-Od.11.126
9 2 0 | ναὶ δὴ ταῦτά γε πάντα τέκος κατὰ μοῖραν ἔειπες | Il.23.626-Il.23.626 Od.18.170-Od.18.170
9 2 0 | εἴθʼ ὣς ἡβώοιμι βίη τέ μοι ἔμπεδος εἴη ὡς | Il.23.629-Il.23.630 Od.14.468-Od.14.469
9 2 0 | δὲ ἰδόντες γήθησαν καὶ πᾶσιν ἐνὶ φρεσὶ θυμὸς ἰάνθη | Il.24.320-Il.24.321 Od.15.164-Od.15.165
8 4 0 | ὧδε γὰρ ἐξερέω τὸ δὲ καὶ τετελεσμένον ἔσται | Il.1.212-Il.1.212 Il.8.401-Il.8.401 Il.23.672-Il.23.672 Od.21.337-Od.21.337
8 2 0 | νῆα μὲν οἵ γε μέλαιναν ἐπʼ ἠπείροιο ἔρυσσαν | Il.1.485-Il.1.485 Od.16.325-Od.16.325
8 2 0 | ἔνθα πάρος κοιμᾶθʼ ὅτε μιν γλυκὺς ὕπνος ἱκάνοι | Il.1.610-Il.1.610 Od.19.49-Od.19.49
8 7 4 | ἀλλʼ ἄγεθʼ ὡς ἂν ἐγὼ εἴπω πειθώμεθα πάντες | Il.2.139-Il.2.139 Il.9.26-Il.9.26 Il.9.704-Il.9.704 Il.12.75-Il.12.75 Il.14.370-Il.14.370 Il.18.297-Il.18.297 Od.13.179-Od.13.179
8 8 4 | ὧδε δέ τις εἴπεσκεν ἰδὼν ἐς πλησίον ἄλλον | Il.2.271-Il.2.271 Il.4.81-Il.4.81 Il.22.372-Il.22.372 Od.8.328-Od.8.328 Od.10.37-Od.10.37 Od.13.167-Od.13.167 Od.18.72-Od.18.72 Od.18.400-Od.18.400
8 3 0 | κεῖνος τὼς ἀγόρευε τὰ δὴ νῦν πάντα τελεῖται | Il.2.330-Il.2.330 Il.14.48-Il.14.48 Od.18.271-Od.18.271
8 3 0 | πεζοί θʼ ἱππῆές τε πολὺς δʼ ὀρυμαγδὸς ὀρώρει | Il.2.810-Il.2.810 Il.8.59-Il.8.59 Od.24.70-Od.24.70
8 2 0 | καί κε τὸ βουλοίμην καί κεν πολὺ κέρδιον | Il.3.41-Il.3.41 Od.20.316-Od.20.316
8 2 0 | που τό γε οἶδε καὶ ἀθάνατοι θεοὶ ἄλλοι | Il.3.308-Il.3.308 Od.14.119-Od.14.119
8 2 0 | εἵλετο δʼ ἄλκιμον ἔγχος ὅ οἱ παλάμηφιν ἀρήρει | Il.3.338-Il.3.338 Od.17.4-Od.17.4
8 2 0 | Ζεῦ πάτερ οὔ τις σεῖο θεῶν ὀλοώτερος ἄλλος | Il.3.365-Il.3.365 Od.20.201-Od.20.201
8 6 2 | τὸν δʼ ἄρʼ ὑπόδρα ἰδὼν προσέφη πολύμητις Ὀδυσσεύς | Il.4.349-Il.4.349 Il.14.82-Il.14.82 Od.8.165-Od.8.165 Od.18.14-Od.18.14 Od.22.60-Od.22.60 Od.22.320-Od.22.320
8 2 0 | ἤντησʼ οὐδὲ ἴδον περὶ δʼ ἄλλων φασὶ γενέσθαι | Il.4.375-Il.4.375 Od.4.201-Od.4.201
8 7 2 | δούπησεν δὲ πεσών ἀράβησε δὲ τεύχεʼ ἐπʼ αὐτῷ | Il.4.504-Il.4.504 Il.5.42-Il.5.42 Il.5.540-Il.5.540 Il.13.187-Il.13.187 Il.17.50-Il.17.50 Il.17.311-Il.17.311 Od.24.525-Od.24.525
8 2 0 | κλῦθί μευ αἰγιόχοιο Διὸς τέκος Ἀτρυτώνη εἴ ποτέ | Il.5.115-Il.5.116 Od.4.762-Od.4.763
8 4 2 | ὣς ἔφατʼ εὐχόμενος τοῦ δʼ ἔκλυε Παλλὰς Ἀθήνη | Il.5.121-Il.5.121 Il.23.771-Il.23.771 Od.3.385-Od.3.385 Od.6.328-Od.6.328
8 4 2 | μάστιξεν δʼ ἐλάαν τὼ δʼ οὐκ ἀέκοντε πετέσθην | Il.5.366-Il.5.366 Il.8.45-Il.8.45 Od.3.484-Od.3.484 Od.3.494-Od.3.494
8 2 0 | μερμήριξε δʼ ἔπειτα κατὰ φρένα καὶ κατὰ θυμὸν | Il.5.671-Il.5.671 Od.24.235-Od.24.235
8 5 4 | δʼ ἄρα τοῦ μάλα μὲν κλύον ἠδʼ ἐπίθοντο | Il.7.379-Il.7.379 Od.3.477-Od.3.477 Od.15.220-Od.15.220 Od.22.178-Od.22.178 Od.23.141-Od.23.141
8 3 2 | γλαυκῶπις Ἀθήνη ὦ πάτερ ἡμέτερε Κρονίδη ὕπατε κρειόντων | Il.8.30-Il.8.31 Od.1.44-Od.1.45 Od.1.80-Od.1.81
8 4 0 | ἀλλὰ τόδʼ αἰνὸν ἄχος κραδίην καὶ θυμὸν ἱκάνει | Il.8.147-Il.8.147 Il.15.208-Il.15.208 Il.16.52-Il.16.52 Od.18.274-Od.18.274
8 2 0 | ἠρᾶτο δʼ Ἀθήνῃ κλῦθί μευ αἰγιόχοιο Διὸς τέκος | Il.10.277-Il.10.278 Od.4.761-Od.4.762
8 17 7 | ἀλλʼ ἄγε μοι τόδε εἰπὲ καὶ ἀτρεκέως κατάλεξον | Il.10.384-Il.10.384 Il.10.405-Il.10.405 Il.24.380-Il.24.380 Il.24.656-Il.24.656 Od.1.169-Od.1.169 Od.1.206-Od.1.206 Od.1.224-Od.1.224 Od.4.486-Od.4.486 Od.8.572-Od.8.572 Od.11.140-Od.11.140 Od.11.170-Od.11.170 Od.11.370-Od.11.370 Od.11.457-Od.11.457 Od.15.383-Od.15.383 Od.16.137-Od.16.137 Od.24.256-Od.24.256 Od.24.287-Od.24.287
8 2 0 | φθεγγομένου δʼ ἄρα τοῦ γε κάρη κονίῃσιν ἐμίχθη | Il.10.457-Il.10.457 Od.22.329-Od.22.329
8 2 0 | ψεύσομαι ἦ ἔτυμον ἐρέω; κέλεται δέ με θυμός | Il.10.534-Il.10.534 Od.4.140-Od.4.140
8 2 0 | ταῦθʼ ὥρμαινε κατὰ φρένα καὶ κατὰ θυμόν τόφρα | Il.11.411-Il.11.412 Od.5.424-Od.5.425
8 5 2 | ὣς ἄρα φωνήσας ἡγήσατο τοὶ δʼ ἅμʼ ἕποντο | Il.12.251-Il.12.251 Il.13.833-Il.13.833 Od.2.413-Od.2.413 Od.8.46-Od.8.46 Od.8.104-Od.8.104
8 2 0 | ὣς ἄρα οἱ εἰπόντι ἐπέπτατο δεξιὸς ὄρνις αἰετὸς | Il.13.821-Il.13.822 Od.15.160-Od.15.161
8 3 2 | πεπλήγετο μηρὼ χερσὶ καταπρηνέσσʼ ὀλοφυρόμενος δʼ ἔπος ηὔδα | Il.15.113-Il.15.114 Il.15.397-Il.15.398 Od.13.198-Od.13.199
8 2 0 | ὣς ἔφατʼ εὐχόμενος τοῦ δʼ ἔκλυε μητίετα Ζεύς | Il.16.249-Il.16.249 Od.20.102-Od.20.102
8 3 2 | ὣς φάτο τὸν δʼ ἄχεος νεφέλη ἐκάλυψε μέλαινα | Il.17.591-Il.17.591 Il.18.22-Il.18.22 Od.24.315-Od.24.315
8 2 0 | δʼ ἄρʼ ὕδωρ ἔχεαν ὑπὸ δὲ ξύλα δαῖον | Il.18.347-Il.18.347 Od.8.436-Od.8.436
8 2 0 | γάστρην μὲν τρίποδος πῦρ ἄμφεπε θέρμετο δʼ ὕδωρ | Il.18.348-Il.18.348 Od.8.437-Od.8.437
