74 2 0 | εὕδεις Ἀτρέος υἱὲ δαΐφρονος ἱπποδάμοιο οὐ χρὴ παννύχιον εὕδειν βουληφόρον ἄνδρα ᾧ λαοί τʼ ἐπιτετράφαται καὶ τόσσα μέμηλε νῦν δʼ ἐμέθεν ξύνες ὦκα Διὸς δέ τοι ἄγγελός εἰμι ὃς σεῦ ἄνευθεν ἐὼν μέγα κήδεται ἠδʼ ἐλεαίρει θωρῆξαί σε κέλευσε κάρη κομόωντας Ἀχαιοὺς πανσυδίῃ νῦν γάρ κεν ἕλοις πόλιν εὐρυάγυιαν Τρώων οὐ γὰρ ἔτʼ ἀμφὶς Ὀλύμπια δώματʼ ἔχοντες ἀθάνατοι φράζονται ἐπέγναμψεν γὰρ ἅπαντας Ἥρη λισσομένη Τρώεσσι δὲ κήδεʼ ἐφῆπται ἐκ Διός ἀλλὰ σὺ σῇσιν ἔχε | 2.23-2.33 2.60-2.70
36 2 0 | εὖ ναιόμενα πτολίεθρα Καρδαμύλην Ἐνόπην τε καὶ Ἱρὴν ποιήεσσαν Φηράς τε ζαθέας ἠδʼ Ἄνθειαν βαθύλειμον καλήν τʼ Αἴπειαν καὶ Πήδασον ἀμπελόεσσαν πᾶσαι δʼ ἐγγὺς ἁλός νέαται Πύλου ἠμαθόεντος ἐν δʼ ἄνδρες ναίουσι πολύρρηνες πολυβοῦται οἵ κέ | 9.149-9.155 9.291-9.297
34 2 0 | ἤριπε δʼ ὡς ὅτε τις δρῦς ἤριπεν ἢ ἀχερωῒς ἠὲ πίτυς βλωθρή τήν τʼ οὔρεσι τέκτονες ἄνδρες ἐξέταμον πελέκεσσι νεήκεσι νήϊον εἶναι ὣς ὃ πρόσθʼ ἵππων καὶ δίφρου κεῖτο τανυσθεὶς βεβρυχὼς κόνιος δεδραγμένος αἱματοέσσης | 13.389-13.393 16.482-16.486
33 2 0 | στῆ δʼ ἐπʼ Ὀδυσσῆος μεγακήτεϊ νηῒ μελαίνῃ ἥ ῥʼ ἐν μεσσάτῳ ἔσκε γεγωνέμεν ἀμφοτέρωσε ἠμὲν ἐπʼ Αἴαντος κλισίας Τελαμωνιάδαο ἠδʼ ἐπʼ Ἀχιλλῆος τοί ῥʼ ἔσχατα νῆας ἐΐσας εἴρυσαν ἠνορέῃ πίσυνοι καὶ κάρτεϊ χειρῶν | 8.222-8.226 11.5-11.9
33 2 0 | ἕπτʼ ἀπύρους τρίποδας δέκα δὲ χρυσοῖο τάλαντα αἴθωνας δὲ λέβητας ἐείκοσι δώδεκα δʼ ἵππους πηγοὺς ἀθλοφόρους οἳ ἀέθλια ποσσὶν ἄροντο οὔ κεν ἀλήϊος εἴη ἀνὴρ ᾧ τόσσα γένοιτο οὐδέ κεν ἀκτήμων ἐριτίμοιο χρυσοῖο | 9.122-9.126 9.264-9.268
31 2 0 | αὐτίκα δʼ ἐξ ὀχέων σὺν τεύχεσιν ἆλτο χαμᾶζε πάλλων δʼ ὀξέα δοῦρα κατὰ στρατὸν ᾤχετο πάντῃ ὀτρύνων μαχέσασθαι ἔγειρε δὲ φύλοπιν αἰνήν οἳ δʼ ἐλελίχθησαν καὶ ἐναντίοι ἔσταν Ἀχαιῶν Ἀργεῖοι δʼ | 5.494-5.498 6.103-6.107
31 2 0 | αὐτὰρ Ἀθηναίη κούρη Διὸς αἰγιόχοιο πέπλον μὲν κατέχευεν ἑανὸν πατρὸς ἐπʼ οὔδει ποικίλον ὅν ῥʼ αὐτὴ ποιήσατο καὶ κάμε χερσίν ἣ δὲ χιτῶνʼ ἐνδῦσα Διὸς νεφεληγερέταο τεύχεσιν ἐς πόλεμον θωρήσσετο δακρυόεντα | 5.733-5.737 8.384-8.388
30 2 0 | ἀμφὶ δʼ ἄρʼ ὤμοισιν βάλετο ξίφος ἀργυρόηλον χάλκεον αὐτὰρ ἔπειτα σάκος μέγα τε στιβαρόν τε κρατὶ δʼ ἐπʼ ἰφθίμῳ κυνέην εὔτυκτον ἔθηκεν ἵππουριν δεινὸν δὲ λόφος καθύπερθεν ἔνευεν εἵλετο δʼ | 3.334-3.338 16.135-16.139
30 3 2 | δʼ ἐξ ὀχέων σὺν τεύχεσιν ἆλτο χαμᾶζε πάλλων δʼ ὀξέα δοῦρα κατὰ στρατὸν ᾤχετο πάντῃ ὀτρύνων μαχέσασθαι ἔγειρε δὲ φύλοπιν αἰνήν οἳ δʼ ἐλελίχθησαν καὶ ἐναντίοι ἔσταν Ἀχαιῶν Ἀργεῖοι δʼ | 5.494-5.498 6.103-6.107 11.211-11.215
30 2 0 | ἀλλʼ ὃ μὲν ἄντα ἰδὼν ἠλεύατο χάλκεον ἔγχος πρόσσω γὰρ κατέκυψε τὸ δʼ ἐξόπιθεν δόρυ μακρὸν οὔδει ἐνισκίμφθη ἐπὶ δʼ οὐρίαχος πελεμίχθη ἔγχεος ἔνθα δʼ ἔπειτʼ ἀφίει μένος ὄβριμος Ἄρης | 16.610-16.613 17.526-17.529
29 2 0 | αὐτὰρ ἐπεὶ πόσιος καὶ ἐδητύος ἐξ ἔρον ἕντο τοῖς ὁ γέρων πάμπρωτος ὑφαίνειν ἤρχετο μῆτιν Νέστωρ οὗ καὶ πρόσθεν ἀρίστη φαίνετο βουλή ὅ σφιν ἐϋφρονέων ἀγορήσατο καὶ μετέειπεν Ἀτρεΐδη | 7.323-7.327 9.92-9.96
29 2 0 | νέκυάς τε καὶ ἀσπίδας αἵματι δʼ ἄξων νέρθεν ἅπας πεπάλακτο καὶ ἄντυγες αἳ περὶ δίφρον ἃς ἄρʼ ἀφʼ ἱππείων ὁπλέων ῥαθάμιγγες ἔβαλλον αἵ τʼ ἀπʼ ἐπισσώτρων ὃ δὲ ἵετο | 11.534-11.537 20.499-20.502
28 2 0 | υἷε δύω Μέροπος Περκωσίου ὃς περὶ πάντων ᾔδεε μαντοσύνας οὐδὲ οὓς παῖδας ἔασκε στείχειν ἐς πόλεμον φθισήνορα τὼ δέ οἱ οὔ τι πειθέσθην κῆρες γὰρ ἄγον μέλανος θανάτοιο | 2.831-2.834 11.329-11.332
28 2 0 | ἀμφʼ Ἑλένῃ καὶ κτήμασι πᾶσι μάχεσθαι ὁππότερος δέ κε νικήσῃ κρείσσων τε γένηται κτήμαθʼ ἑλὼν εὖ πάντα γυναῖκά τε οἴκαδʼ ἀγέσθω οἳ δʼ ἄλλοι φιλότητα καὶ ὅρκια πιστὰ | 3.70-3.73 3.91-3.94
28 2 0 | ἐμοὶ φίλα ταῦτʼ ἀγορεύεις οἶσθα καὶ ἄλλον μῦθον ἀμείνονα τοῦδε νοῆσαι εἰ δʼ ἐτεὸν δὴ τοῦτον ἀπὸ σπουδῆς ἀγορεύεις ἐξ ἄρα δή τοι ἔπειτα θεοὶ φρένας ὤλεσαν αὐτοί | 7.357-7.360 12.231-12.234
28 2 0 | ἔν τʼ ἄρα οἱ φῦ χειρὶ ἔπος τʼ ἔφατʼ ἔκ τʼ ὀνόμαζε τίπτε Θέτι τανύπεπλε ἱκάνεις ἡμέτερον δῶ αἰδοίη τε φίλη τε; πάρος γε μὲν οὔ τι θαμίζεις | 18.384-18.386 18.423-18.425
27 2 0 | ἔνθʼ ἄλλοι μὲν πάντες ἐπευφήμησαν Ἀχαιοὶ αἰδεῖσθαί θʼ ἱερῆα καὶ ἀγλαὰ δέχθαι ἄποινα ἀλλʼ οὐκ Ἀτρεΐδῃ Ἀγαμέμνονι ἥνδανε θυμῷ ἀλλὰ κακῶς ἀφίει κρατερὸν δʼ ἐπὶ μῦθον ἔτελλε | 1.22-1.25 1.376-1.379
27 2 0 | αὐτὰρ ἐπεί ῥʼ εὔξαντο καὶ οὐλοχύτας προβάλοντο αὐέρυσαν μὲν πρῶτα καὶ ἔσφαξαν καὶ ἔδειραν μηρούς τʼ ἐξέταμον κατά τε κνίσῃ ἐκάλυψαν δίπτυχα ποιήσαντες ἐπʼ αὐτῶν δʼ ὠμοθέτησαν | 1.458-1.461 2.421-2.424
27 2 0 | παύσασθαι πολέμοιο δυσηχέος εἰς ὅ κε νεκροὺς κήομεν ὕστερον αὖτε μαχησόμεθʼ εἰς ὅ κε δαίμων ἄμμε διακρίνῃ δώῃ δʼ ἑτέροισί γε νίκην ὣς ἔφαθʼ οἳ δʼ ἄρα | 7.376-7.379 7.395-7.398
26 2 0 | λυσόμενός τε θύγατρα φέρων τʼ ἀπερείσιʼ ἄποινα στέμματʼ ἔχων ἐν χερσὶν ἑκηβόλου Ἀπόλλωνος χρυσέῳ ἀνὰ σκήπτρῳ καὶ λίσσετο πάντας Ἀχαιούς Ἀτρεΐδα δὲ μάλιστα δύω κοσμήτορε λαῶν | 1.13-1.16 1.372-1.375
26 2 0 | διὰ μὲν ἀσπίδος ἦλθε φαεινῆς ὄβριμον ἔγχος καὶ διὰ θώρηκος πολυδαιδάλου ἠρήρειστο ἀντικρὺ δὲ παραὶ λαπάρην διάμησε χιτῶνα ἔγχος ὃ δʼ ἐκλίνθη καὶ ἀλεύατο κῆρα μέλαιναν | 3.357-3.360 7.251-7.254
26 2 0 | ἀλλὰ θέων περίβη καί οἱ σάκος ἀμφεκάλυψε τὸν μὲν ἔπειθʼ ὑποδύντε δύω ἐρίηρες ἑταῖροι Μηκιστεὺς Ἐχίοιο πάϊς καὶ δῖος Ἀλάστωρ νῆας ἔπι γλαφυρὰς φερέτην βαρέα στενάχοντα | 8.331-8.334 13.420-13.423
26 2 0 | ἤτοι ὃ μὲν νόθος υἱὸς Ὀϊλῆος θείοιο ἔσκε Μέδων Αἴαντος ἀδελφεός αὐτὰρ ἔναιεν ἐν Φυλάκῃ γαίης ἄπο πατρίδος ἄνδρα κατακτὰς γνωτὸν μητρυιῆς Ἐριώπιδος ἣν ἔχʼ Ὀϊλεύς | 13.694-13.697 15.333-15.336
26 2 0 | ὣς ἄρα μιν εἰπόντα τέλος θανάτοιο κάλυψε ψυχὴ δʼ ἐκ ῥεθέων πταμένη Ἄϊδος δὲ βεβήκει ὃν πότμον γοόωσα λιποῦσʼ ἀνδροτῆτα καὶ ἥβην τὸν καὶ τεθνηῶτα προσηύδα | 16.855-16.858 22.361-22.364
25 2 0 | Ἀθηναίης ἐπὶ γούνασιν ἠϋκόμοιο καί οἱ ὑποσχέσθαι δυοκαίδεκα βοῦς ἐνὶ νηῷ ἤνις ἠκέστας ἱερευσέμεν αἴ κʼ ἐλεήσῃ ἄστύ τε καὶ Τρώων ἀλόχους καὶ νήπια τέκνα | 6.92-6.95 6.273-6.276
25 2 0 | τοῖσι δʼ ἐπʼ Αἴαντες θοῦριν ἐπιειμένοι ἀλκήν τοῖσι δʼ ἐπʼ Ἰδομενεὺς καὶ ὀπάων Ἰδομενῆος Μηριόνης ἀτάλαντος Ἐνυαλίῳ ἀνδρειφόντῃ τοῖσι δʼ ἐπʼ Εὐρύπυλος Εὐαίμονος ἀγλαὸς υἱός | 7.164-7.167 8.262-8.265
25 2 0 | ὄφρʼ ἵκεθʼ ἵππους ὠκέας οἵ οἱ ὄπισθε μάχης ἠδὲ πτολέμοιο ἕστασαν ἡνίοχόν τε καὶ ἅρματα ποικίλʼ ἔχοντες οἳ τόν γε προτὶ ἄστυ φέρον βαρέα στενάχοντα | 13.535-13.538 14.429-14.432
24 2 0 | εὖ γὰρ ἐγὼ τόδε οἶδα κατὰ φρένα καὶ κατὰ θυμόν ἔσσεται ἦμαρ ὅτʼ ἄν ποτʼ ὀλώλῃ Ἴλιος ἱρὴ καὶ Πρίαμος καὶ λαὸς ἐϋμμελίω Πριάμοιο | 4.163-4.165 6.447-6.449
24 2 0 | ὑπʼ ὄχεσφι τιτύσκετο χαλκόποδʼ ἵππω ὠκυπέτα χρυσέῃσιν ἐθείρῃσιν κομόωντε χρυσὸν δʼ αὐτὸς ἔδυνε περὶ χροΐ γέντο δʼ ἱμάσθλην χρυσείην εὔτυκτον ἑοῦ δʼ ἐπεβήσετο δίφρου | 8.41-8.44 13.23-13.26
24 2 0 | φυλάσσονται νῆες θοαὶ ὡς τὸ πάρος περ ἦ ἤδη χείρεσσιν ὑφʼ ἡμετέρῃσι δαμέντες φύξιν βουλεύουσι μετὰ σφίσιν οὐδʼ ἐθέλουσι νύκτα φυλασσέμεναι καμάτῳ ἀδηκότες αἰνῷ | 10.309-10.312 10.396-10.399
23 2 0 | τόν ῥʼ ἔβαλε πρῶτος κόρυθος φάλον ἱπποδασείης ἐν δὲ μετώπῳ πῆξε πέρησε δʼ ἄρʼ ὀστέον εἴσω αἰχμὴ χαλκείη τὸν δὲ σκότος ὄσσε κάλυψεν | 4.459-4.461 6.9-6.11
23 2 0 | ἕποιτο γεραίτερος ὅς κʼ ἰθύνοι ἡμιόνους καὶ ἄμαξαν ἐΰτροχον ἠδὲ καὶ αὖτις νεκρὸν ἄγοι προτὶ ἄστυ τὸν ἔκτανε δῖος Ἀχιλλεύς μὴ δέ τί | 24.149-24.152 24.178-24.181
22 2 0 | ἀλλʼ ἄγεθʼ ὡς ἂν ἐγὼ εἴπω πειθώμεθα πάντες φεύγωμεν σὺν νηυσὶ φίλην ἐς πατρίδα γαῖαν οὐ γὰρ ἔτι Τροίην αἱρήσομεν εὐρυάγυιαν ὣς | 2.139-2.142 9.26-9.29
22 2 0 | ἄξει εἷός κεν ἄγων Ἀχιλῆϊ πελάσσῃ αὐτὰρ ἐπὴν ἀγάγῃσιν ἔσω κλισίην Ἀχιλῆος οὔτʼ αὐτὸς κτενέει ἀπό τʼ ἄλλους πάντας ἐρύξει οὔτε γάρ | 24.154-24.157 24.183-24.186
21 2 0 | γυναικῶν ταῦτα μὲν αὐτίκα πάντα παρέσσεται εἰ δέ κεν αὖτε ἄστυ μέγα Πριάμοιο θεοὶ δώωσʼ ἀλαπάξαι νῆα ἅλις χρυσοῦ καὶ χαλκοῦ | 9.134-9.137 9.276-9.279
21 2 0 | ἅσσά τε μητιόωσι μετὰ σφίσιν ἢ μεμάασιν αὖθι μένειν παρὰ νηυσὶν ἀπόπροθεν ἦε πόλιν δὲ ἂψ ἀναχωρήσουσιν ἐπεὶ δαμάσαντό γʼ Ἀχαιούς | 10.208-10.210 10.409-10.411
21 2 0 | καὶ νεῖκος ὄρωρεν ἀλλά περ οἶος ἴτω Τελαμώνιος ἄλκιμος Αἴας καί οἱ Τεῦκρος ἅμα σπέσθω τόξων ἐῢ εἰδώς ὣς ἔφατʼ οὐδʼ | 12.348-12.351 12.361-12.364
21 2 0 | τοὺς εἶμʼ ὀψομένη καί σφʼ ἄκριτα νείκεα λύσω ἤδη γὰρ δηρὸν χρόνον ἀλλήλων ἀπέχονται εὐνῆς καὶ φιλότητος ἐπεὶ χόλος ἔμπεσε θυμῷ | 14.205-14.207 14.304-14.306
21 2 0 | ἀλλά σʼ ἔγωγʼ ἀναχωρήσαντα κελεύω ἐς πληθὺν ἰέναι μηδʼ ἀντίος ἵστασʼ ἐμεῖο πρίν τι κακὸν παθέειν ῥεχθὲν δέ τε νήπιος ἔγνω | 17.30-17.32 20.196-20.198
20 2 0 | καὶ ἀκόντισε δουρὶ φαεινῷ ἀμφὶ ἓ παπτήνας ὑπὸ δὲ Τρῶες κεκάδοντο ἀνδρὸς ἀκοντίσσαντος ὃ δʼ οὐχ ἅλιον βέλος ἧκεν ἀλλʼ | 4.496-4.499 15.573-15.576
20 2 0 | ἀλλʼ ἄγʼ ἐμῶν ὀχέων ἐπιβήσεο ὄφρα ἴδηαι οἷοι Τρώϊοι ἵπποι ἐπιστάμενοι πεδίοιο κραιπνὰ μάλʼ ἔνθα καὶ ἔνθα διωκέμεν ἠδὲ φέβεσθαι | 5.221-5.223 8.105-8.107
20 2 0 | Διῒ φίλος ἐν δʼ ἄρα χειρὶ ἔγχος ἔχʼ ἑνδεκάπηχυ πάροιθε δὲ λάμπετο δουρὸς αἰχμὴ χαλκείη περὶ δὲ χρύσεος θέε πόρκης | 6.318-6.320 8.493-8.495
20 2 0 | Τρωσί τε καὶ Λυκίοισιν ἐκέκλετο μακρὸν ἀΰσας Τρῶες καὶ Λύκιοι καὶ Δάρδανοι ἀγχιμαχηταὶ ἀνέρες ἔστε φίλοι μνήσασθε δὲ θούριδος ἀλκῆς | 11.285-11.287 15.485-15.487
20 2 0 | ἔειπες ἄνδρα θνητὸν ἐόντα πάλαι πεπρωμένον αἴσῃ ἂψ ἐθέλεις θανάτοιο δυσηχέος ἐξαναλῦσαι; ἔρδʼ ἀτὰρ οὔ τοι πάντες ἐπαινέομεν θεοὶ ἄλλοι | 16.440-16.443 22.178-22.181
19 2 0 | θεοῖς ἀντικρὺ μάχεσθαι τοῖς ἄλλοις ἀτὰρ εἴ κε Διὸς θυγάτηρ Ἀφροδίτη ἔλθῃσʼ ἐς πόλεμον τήν γʼ οὐτάμεν ὀξέϊ χαλκῷ | 5.130-5.132 5.819-5.821
19 2 0 | πρόσθε δέ οἱ δόρυ τʼ ἔσχε καὶ ἀσπίδα πάντοσʼ ἐΐσην τὸν κτάμεναι μεμαὼς ὅς τις τοῦ γʼ ἀντίος ἔλθοι | 5.300-5.301 17.7-17.8
19 2 0 | μέγα ἔργον ὃ οὐ δύο γʼ ἄνδρε φέροιεν οἷοι νῦν βροτοί εἰσʼ ὃ δέ μιν ῥέα πάλλε καὶ οἶος | 5.303-5.304 20.286-20.287
19 2 0 | οἴκαδʼ ἀποπλείειν ἐπεὶ οὐκέτι δήετε τέκμωρ Ἰλίου αἰπεινῆς μάλα γάρ ἑθεν εὐρύοπα Ζεὺς χεῖρα ἑὴν ὑπερέσχε τεθαρσήκασι δὲ λαοί | 9.418-9.420 9.685-9.687
19 2 0 | Αἰακίδαο δαΐφρονος οἳ δʼ ἀλεγεινοὶ ἀνδράσι γε θνητοῖσι δαμήμεναι ἠδʼ ὀχέεσθαι ἄλλῳ γʼ ἢ Ἀχιλῆϊ τὸν ἀθανάτη τέκε μήτηρ | 10.402-10.404 17.76-17.78
19 2 0 | ἀσπὶς ἄρʼ ἀσπίδʼ ἔρειδε κόρυς κόρυν ἀνέρα δʼ ἀνήρ ψαῦον δʼ ἱππόκομοι κόρυθες λαμπροῖσι φάλοισι νευόντων ὡς πυκνοὶ ἐφέστασαν | 13.131-13.133 16.215-16.217
19 2 0 | ἔνθά ἑ ταρχύσουσι κασίγνητοί τε ἔται τε τύμβῳ τε στήλῃ τε τὸ γὰρ γέρας ἐστὶ θανόντων ὣς ἔφατʼ οὐδʼ | 16.456-16.458 16.674-16.676
19 2 0 | Πηλεΐδη μὴ δὴ ἐπέεσσί με νηπύτιον ὣς ἔλπεο δειδίξεσθαι ἐπεὶ σάφα οἶδα καὶ αὐτὸς ἠμὲν κερτομίας ἠδʼ αἴσυλα μυθήσασθαι | 20.200-20.202 20.431-20.433
19 2 0 | δῶρα δʼ Ἀχιλλῆϊ φερέμεν τά κε θυμὸν ἰήνῃ οἶον μὴ δέ τις ἄλλος ἅμα Τρώων ἴτω ἀνήρ κῆρύξ τίς | 24.147-24.149 24.176-24.178
19 2 0 | αὐτῷ φίλτατος οἰωνῶν καί εὑ κράτος ἐστὶ μέγιστον δεξιόν ὄφρά μιν αὐτὸς ἐν ὀφθαλμοῖσι νοήσας τῷ πίσυνος ἐπὶ νῆας | 24.292-24.295 24.310-24.313
18 2 0 | ἔκλυες εὐξαμένοιο τίμησας μὲν ἐμέ μέγα δʼ ἴψαο λαὸν Ἀχαιῶν ἠδʼ ἔτι καὶ νῦν μοι τόδʼ ἐπικρήηνον ἐέλδωρ | 1.453-1.455 16.236-16.238
18 2 0 | πολεμίζειν ἠδὲ μάχεσθαι τοῖσι δʼ ἄφαρ πόλεμος γλυκίων γένετʼ ἠὲ νέεσθαι ἐν νηυσὶ γλαφυρῇσι φίλην ἐς πατρίδα γαῖαν | 2.452-2.454 11.12-11.14
18 2 0 | ἔχοντες οἵ ἑ μέγαν περ ἐόντα καὶ ἴφθιμον καὶ ἀγαυὸν ὦσαν ἀπὸ σφείων ὃ δὲ χασσάμενος πελεμίχθη ὣς | 4.533-4.536 5.624-5.627
18 2 0 | προσέφη νεφεληγερέτα Ζεύς θάρσει Τριτογένεια φίλον τέκος οὔ νύ τι θυμῷ πρόφρονι μυθέομαι ἐθέλω δέ τοι ἤπιος εἶναι | 8.38-8.40 22.182-22.184
18 2 0 | μάρνασθαι δηΐοισι κατὰ κρατερὴν ὑσμίνην αὐτὰρ ἐπεί κʼ ἢ δουρὶ τυπεὶς ἢ βλήμενος ἰῷ εἰς ἵππους ἅλεται τότε | 11.190-11.192 11.205-11.207
18 2 0 | τετεύξεται αἰπὺς ὄλεθρος ὧδε γὰρ ἔβρισαν Λυκίων ἀγοί οἳ τὸ πάρος περ ζαχρηεῖς τελέθουσι κατὰ κρατερὰς ὑσμίνας εἰ | 12.345-12.348 12.358-12.361
18 2 0 | τὸν βάλʼ ὑπὸ γναθμοῖο καὶ οὔατος ὦκα δὲ θυμὸς ᾤχετʼ ἀπὸ μελέων στυγερὸς δʼ ἄρα μιν σκότος εἷλεν | 13.671-13.672 16.606-16.607
18 2 0 | ὁπότʼ ἂν Τροίη μαλερῷ πυρὶ πᾶσα δάηται καιομένη καίωσι δʼ ἀρήϊοι υἷες Ἀχαιῶν αὐτὰρ ἐπεὶ τό γʼ ἄκουσε | 20.316-20.318 21.375-21.377
