74 2 0 | εὕδεις Ἀτρέος υἱὲ δαΐφρονος ἱπποδάμοιο οὐ χρὴ παννύχιον εὕδειν βουληφόρον ἄνδρα ᾧ λαοί τʼ ἐπιτετράφαται καὶ τόσσα μέμηλε νῦν δʼ ἐμέθεν ξύνες ὦκα Διὸς δέ τοι ἄγγελός εἰμι ὃς σεῦ ἄνευθεν ἐὼν μέγα κήδεται ἠδʼ ἐλεαίρει θωρῆξαί σε κέλευσε κάρη κομόωντας Ἀχαιοὺς πανσυδίῃ νῦν γάρ κεν ἕλοις πόλιν εὐρυάγυιαν Τρώων οὐ γὰρ ἔτʼ ἀμφὶς Ὀλύμπια δώματʼ ἔχοντες ἀθάνατοι φράζονται ἐπέγναμψεν γὰρ ἅπαντας Ἥρη λισσομένη Τρώεσσι δὲ κήδεʼ ἐφῆπται ἐκ Διός ἀλλὰ σὺ σῇσιν ἔχε
36 2 0 | εὖ ναιόμενα πτολίεθρα Καρδαμύλην Ἐνόπην τε καὶ Ἱρὴν ποιήεσσαν Φηράς τε ζαθέας ἠδʼ Ἄνθειαν βαθύλειμον καλήν τʼ Αἴπειαν καὶ Πήδασον ἀμπελόεσσαν πᾶσαι δʼ ἐγγὺς ἁλός νέαται Πύλου ἠμαθόεντος ἐν δʼ ἄνδρες ναίουσι πολύρρηνες πολυβοῦται οἵ κέ
34 2 0 | ἤριπε δʼ ὡς ὅτε τις δρῦς ἤριπεν ἢ ἀχερωῒς ἠὲ πίτυς βλωθρή τήν τʼ οὔρεσι τέκτονες ἄνδρες ἐξέταμον πελέκεσσι νεήκεσι νήϊον εἶναι ὣς ὃ πρόσθʼ ἵππων καὶ δίφρου κεῖτο τανυσθεὶς βεβρυχὼς κόνιος δεδραγμένος αἱματοέσσης
33 2 0 | στῆ δʼ ἐπʼ Ὀδυσσῆος μεγακήτεϊ νηῒ μελαίνῃ ἥ ῥʼ ἐν μεσσάτῳ ἔσκε γεγωνέμεν ἀμφοτέρωσε ἠμὲν ἐπʼ Αἴαντος κλισίας Τελαμωνιάδαο ἠδʼ ἐπʼ Ἀχιλλῆος τοί ῥʼ ἔσχατα νῆας ἐΐσας εἴρυσαν ἠνορέῃ πίσυνοι καὶ κάρτεϊ χειρῶν
33 2 0 | ἕπτʼ ἀπύρους τρίποδας δέκα δὲ χρυσοῖο τάλαντα αἴθωνας δὲ λέβητας ἐείκοσι δώδεκα δʼ ἵππους πηγοὺς ἀθλοφόρους οἳ ἀέθλια ποσσὶν ἄροντο οὔ κεν ἀλήϊος εἴη ἀνὴρ ᾧ τόσσα γένοιτο οὐδέ κεν ἀκτήμων ἐριτίμοιο χρυσοῖο
31 2 0 | αὐτίκα δʼ ἐξ ὀχέων σὺν τεύχεσιν ἆλτο χαμᾶζε πάλλων δʼ ὀξέα δοῦρα κατὰ στρατὸν ᾤχετο πάντῃ ὀτρύνων μαχέσασθαι ἔγειρε δὲ φύλοπιν αἰνήν οἳ δʼ ἐλελίχθησαν καὶ ἐναντίοι ἔσταν Ἀχαιῶν Ἀργεῖοι δʼ
31 2 0 | αὐτὰρ Ἀθηναίη κούρη Διὸς αἰγιόχοιο πέπλον μὲν κατέχευεν ἑανὸν πατρὸς ἐπʼ οὔδει ποικίλον ὅν ῥʼ αὐτὴ ποιήσατο καὶ κάμε χερσίν ἣ δὲ χιτῶνʼ ἐνδῦσα Διὸς νεφεληγερέταο τεύχεσιν ἐς πόλεμον θωρήσσετο δακρυόεντα
30 2 0 | ἀμφὶ δʼ ἄρʼ ὤμοισιν βάλετο ξίφος ἀργυρόηλον χάλκεον αὐτὰρ ἔπειτα σάκος μέγα τε στιβαρόν τε κρατὶ δʼ ἐπʼ ἰφθίμῳ κυνέην εὔτυκτον ἔθηκεν ἵππουριν δεινὸν δὲ λόφος καθύπερθεν ἔνευεν εἵλετο δʼ
30 3 2 | δʼ ἐξ ὀχέων σὺν τεύχεσιν ἆλτο χαμᾶζε πάλλων δʼ ὀξέα δοῦρα κατὰ στρατὸν ᾤχετο πάντῃ ὀτρύνων μαχέσασθαι ἔγειρε δὲ φύλοπιν αἰνήν οἳ δʼ ἐλελίχθησαν καὶ ἐναντίοι ἔσταν Ἀχαιῶν Ἀργεῖοι δʼ
30 2 0 | ἀλλʼ ὃ μὲν ἄντα ἰδὼν ἠλεύατο χάλκεον ἔγχος πρόσσω γὰρ κατέκυψε τὸ δʼ ἐξόπιθεν δόρυ μακρὸν οὔδει ἐνισκίμφθη ἐπὶ δʼ οὐρίαχος πελεμίχθη ἔγχεος ἔνθα δʼ ἔπειτʼ ἀφίει μένος ὄβριμος Ἄρης
29 2 0 | αὐτὰρ ἐπεὶ πόσιος καὶ ἐδητύος ἐξ ἔρον ἕντο τοῖς ὁ γέρων πάμπρωτος ὑφαίνειν ἤρχετο μῆτιν Νέστωρ οὗ καὶ πρόσθεν ἀρίστη φαίνετο βουλή ὅ σφιν ἐϋφρονέων ἀγορήσατο καὶ μετέειπεν Ἀτρεΐδη
29 2 0 | νέκυάς τε καὶ ἀσπίδας αἵματι δʼ ἄξων νέρθεν ἅπας πεπάλακτο καὶ ἄντυγες αἳ περὶ δίφρον ἃς ἄρʼ ἀφʼ ἱππείων ὁπλέων ῥαθάμιγγες ἔβαλλον αἵ τʼ ἀπʼ ἐπισσώτρων ὃ δὲ ἵετο
28 2 0 | υἷε δύω Μέροπος Περκωσίου ὃς περὶ πάντων ᾔδεε μαντοσύνας οὐδὲ οὓς παῖδας ἔασκε στείχειν ἐς πόλεμον φθισήνορα τὼ δέ οἱ οὔ τι πειθέσθην κῆρες γὰρ ἄγον μέλανος θανάτοιο
28 2 0 | ἀμφʼ Ἑλένῃ καὶ κτήμασι πᾶσι μάχεσθαι ὁππότερος δέ κε νικήσῃ κρείσσων τε γένηται κτήμαθʼ ἑλὼν εὖ πάντα γυναῖκά τε οἴκαδʼ ἀγέσθω οἳ δʼ ἄλλοι φιλότητα καὶ ὅρκια πιστὰ
28 2 0 | ἐμοὶ φίλα ταῦτʼ ἀγορεύεις οἶσθα καὶ ἄλλον μῦθον ἀμείνονα τοῦδε νοῆσαι εἰ δʼ ἐτεὸν δὴ τοῦτον ἀπὸ σπουδῆς ἀγορεύεις ἐξ ἄρα δή τοι ἔπειτα θεοὶ φρένας ὤλεσαν αὐτοί
28 2 0 | ἔν τʼ ἄρα οἱ φῦ χειρὶ ἔπος τʼ ἔφατʼ ἔκ τʼ ὀνόμαζε τίπτε Θέτι τανύπεπλε ἱκάνεις ἡμέτερον δῶ αἰδοίη τε φίλη τε; πάρος γε μὲν οὔ τι θαμίζεις
27 2 0 | ἔνθʼ ἄλλοι μὲν πάντες ἐπευφήμησαν Ἀχαιοὶ αἰδεῖσθαί θʼ ἱερῆα καὶ ἀγλαὰ δέχθαι ἄποινα ἀλλʼ οὐκ Ἀτρεΐδῃ Ἀγαμέμνονι ἥνδανε θυμῷ ἀλλὰ κακῶς ἀφίει κρατερὸν δʼ ἐπὶ μῦθον ἔτελλε
27 2 0 | αὐτὰρ ἐπεί ῥʼ εὔξαντο καὶ οὐλοχύτας προβάλοντο αὐέρυσαν μὲν πρῶτα καὶ ἔσφαξαν καὶ ἔδειραν μηρούς τʼ ἐξέταμον κατά τε κνίσῃ ἐκάλυψαν δίπτυχα ποιήσαντες ἐπʼ αὐτῶν δʼ ὠμοθέτησαν
27 2 0 | παύσασθαι πολέμοιο δυσηχέος εἰς ὅ κε νεκροὺς κήομεν ὕστερον αὖτε μαχησόμεθʼ εἰς ὅ κε δαίμων ἄμμε διακρίνῃ δώῃ δʼ ἑτέροισί γε νίκην ὣς ἔφαθʼ οἳ δʼ ἄρα
26 2 0 | λυσόμενός τε θύγατρα φέρων τʼ ἀπερείσιʼ ἄποινα στέμματʼ ἔχων ἐν χερσὶν ἑκηβόλου Ἀπόλλωνος χρυσέῳ ἀνὰ σκήπτρῳ καὶ λίσσετο πάντας Ἀχαιούς Ἀτρεΐδα δὲ μάλιστα δύω κοσμήτορε λαῶν
26 2 0 | διὰ μὲν ἀσπίδος ἦλθε φαεινῆς ὄβριμον ἔγχος καὶ διὰ θώρηκος πολυδαιδάλου ἠρήρειστο ἀντικρὺ δὲ παραὶ λαπάρην διάμησε χιτῶνα ἔγχος ὃ δʼ ἐκλίνθη καὶ ἀλεύατο κῆρα μέλαιναν
26 2 0 | ἀλλὰ θέων περίβη καί οἱ σάκος ἀμφεκάλυψε τὸν μὲν ἔπειθʼ ὑποδύντε δύω ἐρίηρες ἑταῖροι Μηκιστεὺς Ἐχίοιο πάϊς καὶ δῖος Ἀλάστωρ νῆας ἔπι γλαφυρὰς φερέτην βαρέα στενάχοντα
26 2 0 | ἤτοι ὃ μὲν νόθος υἱὸς Ὀϊλῆος θείοιο ἔσκε Μέδων Αἴαντος ἀδελφεός αὐτὰρ ἔναιεν ἐν Φυλάκῃ γαίης ἄπο πατρίδος ἄνδρα κατακτὰς γνωτὸν μητρυιῆς Ἐριώπιδος ἣν ἔχʼ Ὀϊλεύς
26 2 0 | ὣς ἄρα μιν εἰπόντα τέλος θανάτοιο κάλυψε ψυχὴ δʼ ἐκ ῥεθέων πταμένη Ἄϊδος δὲ βεβήκει ὃν πότμον γοόωσα λιποῦσʼ ἀνδροτῆτα καὶ ἥβην τὸν καὶ τεθνηῶτα προσηύδα
25 2 0 | Ἀθηναίης ἐπὶ γούνασιν ἠϋκόμοιο καί οἱ ὑποσχέσθαι δυοκαίδεκα βοῦς ἐνὶ νηῷ ἤνις ἠκέστας ἱερευσέμεν αἴ κʼ ἐλεήσῃ ἄστύ τε καὶ Τρώων ἀλόχους καὶ νήπια τέκνα
25 2 0 | τοῖσι δʼ ἐπʼ Αἴαντες θοῦριν ἐπιειμένοι ἀλκήν τοῖσι δʼ ἐπʼ Ἰδομενεὺς καὶ ὀπάων Ἰδομενῆος Μηριόνης ἀτάλαντος Ἐνυαλίῳ ἀνδρειφόντῃ τοῖσι δʼ ἐπʼ Εὐρύπυλος Εὐαίμονος ἀγλαὸς υἱός
25 2 0 | ὄφρʼ ἵκεθʼ ἵππους ὠκέας οἵ οἱ ὄπισθε μάχης ἠδὲ πτολέμοιο ἕστασαν ἡνίοχόν τε καὶ ἅρματα ποικίλʼ ἔχοντες οἳ τόν γε προτὶ ἄστυ φέρον βαρέα στενάχοντα
24 2 0 | εὖ γὰρ ἐγὼ τόδε οἶδα κατὰ φρένα καὶ κατὰ θυμόν ἔσσεται ἦμαρ ὅτʼ ἄν ποτʼ ὀλώλῃ Ἴλιος ἱρὴ καὶ Πρίαμος καὶ λαὸς ἐϋμμελίω Πριάμοιο
24 2 0 | ὑπʼ ὄχεσφι τιτύσκετο χαλκόποδʼ ἵππω ὠκυπέτα χρυσέῃσιν ἐθείρῃσιν κομόωντε χρυσὸν δʼ αὐτὸς ἔδυνε περὶ χροΐ γέντο δʼ ἱμάσθλην χρυσείην εὔτυκτον ἑοῦ δʼ ἐπεβήσετο δίφρου
24 2 0 | φυλάσσονται νῆες θοαὶ ὡς τὸ πάρος περ ἦ ἤδη χείρεσσιν ὑφʼ ἡμετέρῃσι δαμέντες φύξιν βουλεύουσι μετὰ σφίσιν οὐδʼ ἐθέλουσι νύκτα φυλασσέμεναι καμάτῳ ἀδηκότες αἰνῷ
23 2 0 | τόν ῥʼ ἔβαλε πρῶτος κόρυθος φάλον ἱπποδασείης ἐν δὲ μετώπῳ πῆξε πέρησε δʼ ἄρʼ ὀστέον εἴσω αἰχμὴ χαλκείη τὸν δὲ σκότος ὄσσε κάλυψεν
23 2 0 | ἕποιτο γεραίτερος ὅς κʼ ἰθύνοι ἡμιόνους καὶ ἄμαξαν ἐΰτροχον ἠδὲ καὶ αὖτις νεκρὸν ἄγοι προτὶ ἄστυ τὸν ἔκτανε δῖος Ἀχιλλεύς μὴ δέ τί
22 2 0 | ἀλλʼ ἄγεθʼ ὡς ἂν ἐγὼ εἴπω πειθώμεθα πάντες φεύγωμεν σὺν νηυσὶ φίλην ἐς πατρίδα γαῖαν οὐ γὰρ ἔτι Τροίην αἱρήσομεν εὐρυάγυιαν ὣς
22 2 0 | ἄξει εἷός κεν ἄγων Ἀχιλῆϊ πελάσσῃ αὐτὰρ ἐπὴν ἀγάγῃσιν ἔσω κλισίην Ἀχιλῆος οὔτʼ αὐτὸς κτενέει ἀπό τʼ ἄλλους πάντας ἐρύξει οὔτε γάρ
21 2 0 | γυναικῶν ταῦτα μὲν αὐτίκα πάντα παρέσσεται εἰ δέ κεν αὖτε ἄστυ μέγα Πριάμοιο θεοὶ δώωσʼ ἀλαπάξαι νῆα ἅλις χρυσοῦ καὶ χαλκοῦ
21 2 0 | ἅσσά τε μητιόωσι μετὰ σφίσιν ἢ μεμάασιν αὖθι μένειν παρὰ νηυσὶν ἀπόπροθεν ἦε πόλιν δὲ ἂψ ἀναχωρήσουσιν ἐπεὶ δαμάσαντό γʼ Ἀχαιούς
21 2 0 | καὶ νεῖκος ὄρωρεν ἀλλά περ οἶος ἴτω Τελαμώνιος ἄλκιμος Αἴας καί οἱ Τεῦκρος ἅμα σπέσθω τόξων ἐῢ εἰδώς ὣς ἔφατʼ οὐδʼ
21 2 0 | τοὺς εἶμʼ ὀψομένη καί σφʼ ἄκριτα νείκεα λύσω ἤδη γὰρ δηρὸν χρόνον ἀλλήλων ἀπέχονται εὐνῆς καὶ φιλότητος ἐπεὶ χόλος ἔμπεσε θυμῷ
21 2 0 | ἀλλά σʼ ἔγωγʼ ἀναχωρήσαντα κελεύω ἐς πληθὺν ἰέναι μηδʼ ἀντίος ἵστασʼ ἐμεῖο πρίν τι κακὸν παθέειν ῥεχθὲν δέ τε νήπιος ἔγνω
20 2 0 | καὶ ἀκόντισε δουρὶ φαεινῷ ἀμφὶ ἓ παπτήνας ὑπὸ δὲ Τρῶες κεκάδοντο ἀνδρὸς ἀκοντίσσαντος ὃ δʼ οὐχ ἅλιον βέλος ἧκεν ἀλλʼ
20 2 0 | ἀλλʼ ἄγʼ ἐμῶν ὀχέων ἐπιβήσεο ὄφρα ἴδηαι οἷοι Τρώϊοι ἵπποι ἐπιστάμενοι πεδίοιο κραιπνὰ μάλʼ ἔνθα καὶ ἔνθα διωκέμεν ἠδὲ φέβεσθαι
20 2 0 | Διῒ φίλος ἐν δʼ ἄρα χειρὶ ἔγχος ἔχʼ ἑνδεκάπηχυ πάροιθε δὲ λάμπετο δουρὸς αἰχμὴ χαλκείη περὶ δὲ χρύσεος θέε πόρκης
20 2 0 | Τρωσί τε καὶ Λυκίοισιν ἐκέκλετο μακρὸν ἀΰσας Τρῶες καὶ Λύκιοι καὶ Δάρδανοι ἀγχιμαχηταὶ ἀνέρες ἔστε φίλοι μνήσασθε δὲ θούριδος ἀλκῆς
20 2 0 | ἔειπες ἄνδρα θνητὸν ἐόντα πάλαι πεπρωμένον αἴσῃ ἂψ ἐθέλεις θανάτοιο δυσηχέος ἐξαναλῦσαι; ἔρδʼ ἀτὰρ οὔ τοι πάντες ἐπαινέομεν θεοὶ ἄλλοι
19 2 0 | θεοῖς ἀντικρὺ μάχεσθαι τοῖς ἄλλοις ἀτὰρ εἴ κε Διὸς θυγάτηρ Ἀφροδίτη ἔλθῃσʼ ἐς πόλεμον τήν γʼ οὐτάμεν ὀξέϊ χαλκῷ
19 2 0 | πρόσθε δέ οἱ δόρυ τʼ ἔσχε καὶ ἀσπίδα πάντοσʼ ἐΐσην τὸν κτάμεναι μεμαὼς ὅς τις τοῦ γʼ ἀντίος ἔλθοι
19 2 0 | μέγα ἔργον ὃ οὐ δύο γʼ ἄνδρε φέροιεν οἷοι νῦν βροτοί εἰσʼ ὃ δέ μιν ῥέα πάλλε καὶ οἶος
19 2 0 | οἴκαδʼ ἀποπλείειν ἐπεὶ οὐκέτι δήετε τέκμωρ Ἰλίου αἰπεινῆς μάλα γάρ ἑθεν εὐρύοπα Ζεὺς χεῖρα ἑὴν ὑπερέσχε τεθαρσήκασι δὲ λαοί
19 2 0 | Αἰακίδαο δαΐφρονος οἳ δʼ ἀλεγεινοὶ ἀνδράσι γε θνητοῖσι δαμήμεναι ἠδʼ ὀχέεσθαι ἄλλῳ γʼ ἢ Ἀχιλῆϊ τὸν ἀθανάτη τέκε μήτηρ
19 2 0 | ἀσπὶς ἄρʼ ἀσπίδʼ ἔρειδε κόρυς κόρυν ἀνέρα δʼ ἀνήρ ψαῦον δʼ ἱππόκομοι κόρυθες λαμπροῖσι φάλοισι νευόντων ὡς πυκνοὶ ἐφέστασαν
19 2 0 | ἔνθά ἑ ταρχύσουσι κασίγνητοί τε ἔται τε τύμβῳ τε στήλῃ τε τὸ γὰρ γέρας ἐστὶ θανόντων ὣς ἔφατʼ οὐδʼ
19 2 0 | Πηλεΐδη μὴ δὴ ἐπέεσσί με νηπύτιον ὣς ἔλπεο δειδίξεσθαι ἐπεὶ σάφα οἶδα καὶ αὐτὸς ἠμὲν κερτομίας ἠδʼ αἴσυλα μυθήσασθαι
19 2 0 | δῶρα δʼ Ἀχιλλῆϊ φερέμεν τά κε θυμὸν ἰήνῃ οἶον μὴ δέ τις ἄλλος ἅμα Τρώων ἴτω ἀνήρ κῆρύξ τίς
19 2 0 | αὐτῷ φίλτατος οἰωνῶν καί εὑ κράτος ἐστὶ μέγιστον δεξιόν ὄφρά μιν αὐτὸς ἐν ὀφθαλμοῖσι νοήσας τῷ πίσυνος ἐπὶ νῆας
18 2 0 | ἔκλυες εὐξαμένοιο τίμησας μὲν ἐμέ μέγα δʼ ἴψαο λαὸν Ἀχαιῶν ἠδʼ ἔτι καὶ νῦν μοι τόδʼ ἐπικρήηνον ἐέλδωρ
18 2 0 | πολεμίζειν ἠδὲ μάχεσθαι τοῖσι δʼ ἄφαρ πόλεμος γλυκίων γένετʼ ἠὲ νέεσθαι ἐν νηυσὶ γλαφυρῇσι φίλην ἐς πατρίδα γαῖαν
18 2 0 | ἔχοντες οἵ ἑ μέγαν περ ἐόντα καὶ ἴφθιμον καὶ ἀγαυὸν ὦσαν ἀπὸ σφείων ὃ δὲ χασσάμενος πελεμίχθη ὣς
18 2 0 | προσέφη νεφεληγερέτα Ζεύς θάρσει Τριτογένεια φίλον τέκος οὔ νύ τι θυμῷ πρόφρονι μυθέομαι ἐθέλω δέ τοι ἤπιος εἶναι
18 2 0 | μάρνασθαι δηΐοισι κατὰ κρατερὴν ὑσμίνην αὐτὰρ ἐπεί κʼ ἢ δουρὶ τυπεὶς ἢ βλήμενος ἰῷ εἰς ἵππους ἅλεται τότε
18 2 0 | τετεύξεται αἰπὺς ὄλεθρος ὧδε γὰρ ἔβρισαν Λυκίων ἀγοί οἳ τὸ πάρος περ ζαχρηεῖς τελέθουσι κατὰ κρατερὰς ὑσμίνας εἰ
18 2 0 | τὸν βάλʼ ὑπὸ γναθμοῖο καὶ οὔατος ὦκα δὲ θυμὸς ᾤχετʼ ἀπὸ μελέων στυγερὸς δʼ ἄρα μιν σκότος εἷλεν
18 2 0 | ὁπότʼ ἂν Τροίη μαλερῷ πυρὶ πᾶσα δάηται καιομένη καίωσι δʼ ἀρήϊοι υἷες Ἀχαιῶν αὐτὰρ ἐπεὶ τό γʼ ἄκουσε
17 2 0 | κρατὶ δʼ ἐπʼ ἰφθίμῳ κυνέην εὔτυκτον ἔθηκεν ἵππουριν δεινὸν δὲ λόφος καθύπερθεν ἔνευεν εἵλετο δʼ ἄλκιμον ἔγχος
17 2 0 | οὐ γάρ μοί ποτε βωμὸς ἐδεύετο δαιτὸς ἐΐσης λοιβῆς τε κνίσης τε τὸ γὰρ λάχομεν γέρας ἡμεῖς
17 2 0 | ὅν τις ὀϊστεύσας ἔβαλεν τόξων ἐῢ εἰδὼς Τρώων ἢ Λυκίων τῷ μὲν κλέος ἄμμι δὲ πένθος ὣς
17 2 0 | ὅς τις ὅδε κρατέει καὶ δὴ κακὰ πολλὰ ἔοργε Τρῶας ἐπεὶ πολλῶν τε καὶ ἐσθλῶν γούνατʼ ἔλυσεν
17 2 0 | ἐς δʼ ὄχεα φλόγεα ποσὶ βήσετο λάζετο δʼ ἔγχος βριθὺ μέγα στιβαρόν τῷ δάμνησι στίχας ἀνδρῶν ἡρώων
17 2 0 | ἀλλʼ ἔμπης Δαναῶν ὀλοφυρόμεθʼ αἰχμητάων οἵ κεν δὴ κακὸν οἶτον ἀναπλήσαντες ὄλωνται ἀλλʼ ἤτοι πολέμου μὲν ἀφεξόμεθʼ
17 2 0 | σὺ κελεύεις βουλὴν δʼ Ἀργείοις ὑποθησόμεθʼ ἥ τις ὀνήσει ὡς μὴ πάντες ὄλωνται ὀδυσσαμένοιο τεοῖο τὴν δʼ
17 2 0 | ὄφρα μὲν ἠὼς ἦν καὶ ἀέξετο ἱερὸν ἦμαρ τόφρα μάλʼ ἀμφοτέρων βέλεʼ ἥπτετο πῖπτε δὲ λαός ἦμος
17 2 0 | τῆς δʼ ἐξ αὐχένʼ ἔαξε λαβὼν κρατεροῖσιν ὀδοῦσι πρῶτον ἔπειτα δέ θʼ αἷμα καὶ ἔγκατα πάντα λαφύσσει
17 2 0 | οἳ δʼ ὅτε δὴ σχεδὸν ἦσαν ἐπʼ ἀλλήλοισιν ἰόντες Ἀτρεΐδης μὲν ἅμαρτε παραὶ δέ οἱ ἐτράπετʼ ἔγχος
17 2 0 | Ἴλιον ἦλθε μετέπρεπε δὲ Τρώεσσι ναῖε δὲ πὰρ Πριάμῳ ὃ δέ μιν τίεν ἶσα τέκεσσι τόν ῥʼ
17 2 0 | ῥῆξε δὲ θώρηκος γύαλον διὰ δʼ ἔντερα χαλκὸς ἤφυσʼ ὃ δʼ ἐν κονίῃσι πεσὼν ἕλε γαῖαν ἀγοστῷ
