89 2 0 | Od.14.258-Od.14.269 Od.17.427-Od.17.438 | στῆσα δʼ ἐν Αἰγύπτῳ ποταμῷ νέας ἀμφιελίσσας ἔνθʼ ἦ τοι μὲν ἐγὼ κελόμην ἐρίηρας ἑταίρους αὐτοῦ πὰρ νήεσσι μένειν καὶ νῆας ἔρυσθαι ὀπτῆρας δὲ κατὰ σκοπιὰς ὤτρυνα νέεσθαι οἱ δʼ ὕβρει εἴξαντες ἐπισπόμενοι μένεϊ σφῷ αἶψα μάλʼ Αἰγυπτίων ἀνδρῶν περικαλλέας ἀγροὺς πόρθεον ἐκ δὲ γυναῖκας ἄγον καὶ νήπια τέκνα αὐτούς τʼ ἔκτεινον τάχα δʼ ἐς πόλιν ἵκετʼ ἀϋτή οἱ δὲ βοῆς ἀΐοντες ἅμʼ ἠοῖ φαινομένηφιν ἦλθον πλῆτο δὲ πᾶν πεδίον πεζῶν τε καὶ ἵππων χαλκοῦ τε στεροπῆς ἐν δὲ Ζεὺς τερπικέραυνος φύζαν ἐμοῖς ἑτάροισι κακὴν βάλεν οὐδέ τις ἔτλη
36 2 0 | Od.1.331-Od.1.335 Od.18.207-Od.18.211 | οὐκ οἴη ἅμα τῇ γε καὶ ἀμφίπολοι δύʼ ἕποντο ἡ δʼ ὅτε δὴ μνηστῆρας ἀφίκετο δῖα γυναικῶν στῆ ῥα παρὰ σταθμὸν τέγεος πύκα ποιητοῖο ἄντα παρειάων σχομένη λιπαρὰ κρήδεμνα ἀμφίπολος δʼ ἄρα οἱ κεδνὴ ἑκάτερθε παρέστη
36 2 0 | Od.6.230-Od.6.235 Od.23.157-Od.23.162 | μείζονά τʼ εἰσιδέειν καὶ πάσσονα κὰδ δὲ κάρητος οὔλας ἧκε κόμας ὑακινθίνῳ ἄνθει ὁμοίας ὡς δʼ ὅτε τις χρυσὸν περιχεύεται ἀργύρῳ ἀνὴρ ἴδρις ὃν Ἥφαιστος δέδαεν καὶ Παλλὰς Ἀθήνη τέχνην παντοίην χαρίεντα δὲ ἔργα τελείει ὣς
36 2 0 | Od.9.556-Od.9.560 Od.10.183-Od.10.187 | ὣς τότε μὲν πρόπαν ἦμαρ ἐς ἠέλιον καταδύντα ἥμεθα δαινύμενοι κρέα τʼ ἄσπετα καὶ μέθυ ἡδύ ἦμος δʼ ἠέλιος κατέδυ καὶ ἐπὶ κνέφας ἦλθε δὴ τότε κοιμήθημεν ἐπὶ ῥηγμῖνι θαλάσσης ἦμος δʼ ἠριγένεια φάνη ῥοδοδάκτυλος Ἠώς
34 2 0 | Od.14.331-Od.14.335 Od.19.288-Od.19.292 | δὲ πρὸς ἔμʼ αὐτόν ἀποσπένδων ἐνὶ οἴκῳ νῆα κατειρύσθαι καὶ ἐπαρτέας ἔμμεν ἑταίρους οἳ δή μιν πέμψουσι φίλην ἐς πατρίδα γαῖαν ἀλλʼ ἐμὲ πρὶν ἀπέπεμψε τύχησε γὰρ ἐρχομένη νηῦς ἀνδρῶν Θεσπρωτῶν ἐς Δουλίχιον πολύπυρον
33 2 0 | Od.1.376-Od.1.381 Od.2.141-Od.2.146 | δοκέει τόδε λωίτερον καὶ ἄμεινον ἔμμεναι ἀνδρὸς ἑνὸς βίοτον νήποινον ὀλέσθαι κείρετʼ ἐγὼ δὲ θεοὺς ἐπιβώσομαι αἰὲν ἐόντας αἴ κέ ποθι Ζεὺς δῷσι παλίντιτα ἔργα γενέσθαι νήποινοί κεν ἔπειτα δόμων ἔντοσθεν ὄλοισθε ὣς
33 2 0 | Od.18.329-Od.18.333 Od.18.389-Od.18.393 | ἀγορεύεις θαρσαλέως πολλοῖσι μετʼ ἀνδράσιν οὐδέ τι θυμῷ ταρβεῖς ἦ ῥά σε οἶνος ἔχει φρένας ἤ νύ τοι αἰεὶ τοιοῦτος νόος ἐστίν ὃ καὶ μεταμώνια βάζεις ἦ ἀλύεις ὅτι Ἶρον ἐνίκησας τὸν ἀλήτην;
32 3 0 | Od.4.557-Od.4.560 Od.5.14-Od.5.17 Od.17.143-Od.17.146 | νύμφης ἐν μεγάροισι Καλυψοῦς ἥ μιν ἀνάγκῃ ἴσχει ὁ δʼ οὐ δύναται ἣν πατρίδα γαῖαν ἱκέσθαι οὐ γάρ οἱ πάρα νῆες ἐπήρετμοι καὶ ἑταῖροι οἵ κέν μιν πέμποιεν ἐπʼ εὐρέα νῶτα θαλάσσης
32 2 0 | Od.11.111-Od.11.114 Od.12.138-Od.12.141 | ἔτʼ εἰς Ἰθάκην κακά περ πάσχοντες ἵκοισθε εἰ δέ κε σίνηαι τότε τοι τεκμαίρομʼ ὄλεθρον νηί τε καὶ ἑτάροις αὐτὸς δʼ εἴ πέρ κεν ἀλύξῃς ὀψὲ κακῶς νεῖαι ὀλέσας ἄπο πάντας ἑταίρους
32 2 0 | Od.19.577-Od.19.581 Od.21.75-Od.21.79 | ὃς δέ κε ῥηΐτατʼ ἐντανύσῃ βιὸν ἐν παλάμῃσι καὶ διοϊστεύσῃ πελέκεων δυοκαίδεκα πάντων τῷ κεν ἅμʼ ἑσποίμην νοσφισσαμένη τόδε δῶμα κουρίδιον μάλα καλόν ἐνίπλειον βιότοιο τοῦ ποτὲ μεμνήσεσθαι ὀΐομαι ἔν περ ὀνείρῳ
31 2 0 | Od.8.93-Od.8.97 Od.8.532-Od.8.536 | ἔνθʼ ἄλλους μὲν πάντας ἐλάνθανε δάκρυα λείβων Ἀλκίνοος δέ μιν οἶος ἐπεφράσατʼ ἠδʼ ἐνόησεν ἥμενος ἄγχʼ αὐτοῦ βαρὺ δὲ στενάχοντος ἄκουσεν αἶψα δὲ Φαιήκεσσι φιληρέτμοισι μετηύδα κέκλυτε Φαιήκων ἡγήτορες ἠδὲ μέδοντες
30 2 0 | Od.10.475-Od.10.479 Od.12.28-Od.12.32 | ἐπεπείθετο θυμὸς ἀγήνωρ ὣς τότε μὲν πρόπαν ἦμαρ ἐς ἠέλιον καταδύντα ἥμεθα δαινύμενοι κρέα τʼ ἄσπετα καὶ μέθυ ἡδύ ἦμος δʼ ἠέλιος κατέδυ καὶ ἐπὶ κνέφας ἦλθεν οἱ μὲν κοιμήσαντο
30 2 0 | Od.17.162-Od.17.165 Od.19.308-Od.19.311 | τὸν δʼ αὖτε προσέειπε περίφρων Πηνελόπεια αἲ γὰρ τοῦτο ξεῖνε ἔπος τετελεσμένον εἴη τῷ κε τάχα γνοίης φιλότητά τε πολλά τε δῶρα ἐξ ἐμεῦ ὡς ἄν τίς σε συναντόμενος μακαρίζοι
29 2 0 | Od.1.248-Od.1.251 Od.16.125-Od.16.128 | τόσσοι μητέρʼ ἐμὴν μνῶνται τρύχουσι δὲ οἶκον ἡ δʼ οὔτʼ ἀρνεῖται στυγερὸν γάμον οὔτε τελευτὴν ποιῆσαι δύναται τοὶ δὲ φθινύθουσιν ἔδοντες οἶκον ἐμόν τάχα δή με διαρραίσουσι καὶ αὐτόν
29 2 0 | Od.4.616-Od.4.620 Od.15.116-Od.15.120 | ἅπας χρυσῷ δʼ ἐπὶ χείλεα κεκράανται ἔργον δʼ Ἡφαίστοιο πόρεν δέ ἑ Φαίδιμος ἥρως Σιδονίων βασιλεύς ὅθʼ ἑὸς δόμος ἀμφεκάλυψε κεῖσέ με νοστήσαντα τεῒν δʼ ἐθέλω τόδʼ ὀπάσσαι ὣς
28 6 2 | Od.1.136-Od.1.140 Od.4.52-Od.4.56 Od.7.172-Od.7.176 Od.10.368-Od.10.372 Od.15.135-Od.15.139 Od.17.91-Od.17.95 | χέρνιβα δʼ ἀμφίπολος προχόῳ ἐπέχευε φέρουσα καλῇ χρυσείῃ ὑπὲρ ἀργυρέοιο λέβητος νίψασθαι παρὰ δὲ ξεστὴν ἐτάνυσσε τράπεζαν σῖτον δʼ αἰδοίη ταμίη παρέθηκε φέρουσα εἴδατα πόλλʼ ἐπιθεῖσα χαριζομένη παρεόντων
28 2 0 | Od.4.297-Od.4.300 Od.7.336-Od.7.339 | δέμνιʼ ὑπʼ αἰθούσῃ θέμεναι καὶ ῥήγεα καλὰ πορφύρεʼ ἐμβαλέειν στορέσαι τʼ ἐφύπερθε τάπητας χλαίνας τʼ ἐνθέμεναι οὔλας καθύπερθεν ἕσασθαι αἱ δʼ ἴσαν ἐκ μεγάροιο δάος μετὰ χερσὶν ἔχουσαι
28 2 0 | Od.9.168-Od.9.171 Od.10.185-Od.10.188 | ἦμος δʼ ἠέλιος κατέδυ καὶ ἐπὶ κνέφας ἦλθε δὴ τότε κοιμήθημεν ἐπὶ ῥηγμῖνι θαλάσσης ἦμος δʼ ἠριγένεια φάνη ῥοδοδάκτυλος Ἠώς καὶ τότʼ ἐγὼν ἀγορὴν θέμενος μετὰ πᾶσιν ἔειπον
28 2 0 | Od.10.521-Od.10.525 Od.11.29-Od.11.33 | νεκύων ἀμενηνὰ κάρηνα ἐλθὼν εἰς Ἰθάκην στεῖραν βοῦν ἥ τις ἀρίστη ῥέξειν ἐν μεγάροισι πυρήν τʼ ἐμπλησέμεν ἐσθλῶν Τειρεσίῃ δʼ ἀπάνευθεν ὄιν ἱερευσέμεν οἴῳ παμμέλανʼ ὃς μήλοισι μεταπρέπει
27 2 0 | Od.1.170-Od.1.173 Od.14.187-Od.14.190 | ἀνδρῶν; πόθι τοι πόλις ἠδὲ τοκῆες; ὁπποίης τʼ ἐπὶ νηὸς ἀφίκεο πῶς δέ σε ναῦται ἤγαγον εἰς Ἰθάκην; τίνες ἔμμεναι εὐχετόωντο; οὐ μὲν γάρ τί σε πεζὸν
27 3 2 | Od.1.332-Od.1.335 Od.18.208-Od.18.211 Od.21.63-Od.21.66 | ἡ δʼ ὅτε δὴ μνηστῆρας ἀφίκετο δῖα γυναικῶν στῆ ῥα παρὰ σταθμὸν τέγεος πύκα ποιητοῖο ἄντα παρειάων σχομένη λιπαρὰ κρήδεμνα ἀμφίπολος δʼ ἄρα οἱ κεδνὴ ἑκάτερθε παρέστη
27 2 0 | Od.3.95-Od.3.98 Od.4.325-Od.4.328 | γάρ μιν ὀιζυρὸν τέκε μήτηρ μηδέ τί μʼ αἰδόμενος μειλίσσεο μηδʼ ἐλεαίρων ἀλλʼ εὖ μοι κατάλεξον ὅπως ἤντησας ὀπωπῆς λίσσομαι εἴ ποτέ τοί τι πατὴρ ἐμός ἐσθλὸς
27 2 0 | Od.4.379-Od.4.382 Od.4.468-Od.4.471 | ἀλλὰ σύ πέρ μοι εἰπέ θεοὶ δέ τε πάντα ἴσασιν ὅς τίς μʼ ἀθανάτων πεδάᾳ καὶ ἔδησε κελεύθου νόστον θʼ ὡς ἐπὶ πόντον ἐλεύσομαι ἰχθυόεντα ὣς ἐφάμην
27 2 0 | Od.14.159-Od.14.162 Od.19.304-Od.19.307 | ἱστίη τʼ Ὀδυσῆος ἀμύμονος ἣν ἀφικάνω ἦ μέν τοι τάδε πάντα τελείεται ὡς ἀγορεύω τοῦδʼ αὐτοῦ λυκάβαντος ἐλεύσεται ἐνθάδʼ Ὀδυσσεύς τοῦ μὲν φθίνοντος μηνός τοῦ δʼ ἱσταμένοιο
27 2 0 | Od.18.251-Od.18.254 Od.19.124-Od.19.127 | ἐμὴν ἀρετὴν εἶδός τε δέμας τε ὤλεσαν ἀθάνατοι ὅτε Ἴλιον εἰσανέβαινον Ἀργεῖοι μετὰ τοῖσι δʼ ἐμὸς πόσις ᾖεν Ὀδυσσεύς εἰ κεῖνός γʼ ἐλθὼν τὸν ἐμὸν βίον ἀμφιπολεύοι
27 2 0 | Od.18.414-Od.18.417 Od.20.322-Od.20.325 | ὦ φίλοι οὐκ ἂν δή τις ἐπὶ ῥηθέντι δικαίῳ ἀντιβίοις ἐπέεσσι καθαπτόμενος χαλεπαίνοι μήτε τι τὸν ξεῖνον στυφελίζετε μήτε τινʼ ἄλλον δμώων οἳ κατὰ δώματʼ Ὀδυσσῆος θείοιο
27 2 0 | Od.19.144-Od.19.148 Od.24.134-Od.24.138 | Λαέρτῃ ἥρωϊ ταφήϊον εἰς ὅτε κέν μιν μοῖρʼ ὀλοὴ καθέλῃσι τανηλεγέος θανάτοιο μή τίς μοι κατὰ δῆμον Ἀχαιϊάδων νεμεσήσῃ αἴ κεν ἄτερ σπείρου κεῖται πολλὰ κτεατίσσας ὣς
26 2 0 | Od.6.119-Od.6.121 Od.13.200-Od.13.202 | ὤ μοι ἐγώ τέων αὖτε βροτῶν ἐς γαῖαν ἱκάνω; ἦ ῥʼ οἵ γʼ ὑβρισταί τε καὶ ἄγριοι οὐδὲ δίκαιοι ἦε φιλόξεινοι καί σφιν νόος ἐστὶ θεουδής;
25 2 0 | Od.2.108-Od.2.110 Od.24.144-Od.24.146 | καὶ τότε δή τις ἔειπε γυναικῶν ἣ σάφα ᾔδη καὶ τήν γʼ ἀλλύουσαν ἐφεύρομεν ἀγλαὸν ἱστόν ὣς τὸ μὲν ἐξετέλεσσε καὶ οὐκ ἐθέλουσʼ ὑπʼ ἀνάγκης
25 2 0 | Od.9.309-Od.9.311 Od.9.342-Od.9.344 | πάντα κατὰ μοῖραν καὶ ὑπʼ ἔμβρυον ἧκεν ἑκάστῃ αὐτὰρ ἐπεὶ δὴ σπεῦσε πονησάμενος τὰ ἃ ἔργα σὺν δʼ ὅ γε δὴ αὖτε δύω μάρψας ὡπλίσσατο
24 2 0 | Od.2.56-Od.2.59 Od.17.535-Od.17.538 | καὶ πίονας αἶγας εἰλαπινάζουσιν πίνουσί τε αἴθοπα οἶνον μαψιδίως τὰ δὲ πολλὰ κατάνεται οὐ γὰρ ἔπʼ ἀνήρ οἷος Ὀδυσσεὺς ἔσκεν ἀρὴν ἀπὸ οἴκου ἀμῦναι
24 2 0 | Od.9.85-Od.9.88 Od.10.56-Od.10.59 | ἔνθα δʼ ἐπʼ ἠπείρου βῆμεν καὶ ἀφυσσάμεθʼ ὕδωρ αἶψα δὲ δεῖπνον ἕλοντο θοῇς παρὰ νηυσὶν ἑταῖροι αὐτὰρ ἐπεὶ σίτοιό τʼ ἐπασσάμεθʼ ἠδὲ ποτῆτος δὴ
24 2 0 | Od.12.403-Od.12.406 Od.14.301-Od.14.304 | ἐλείπομεν οὐδέ τις ἄλλη φαίνετο γαιάων ἀλλʼ οὐρανὸς ἠδὲ θάλασσα δὴ τότε κυανέην νεφέλην ἔστησε Κρονίων νηὸς ὕπερ γλαφυρῆς ἤχλυσε δὲ πόντος ὑπʼ αὐτῆς
24 3 2 | Od.15.536-Od.15.538 Od.17.163-Od.17.165 Od.19.309-Od.19.311 | αἲ γὰρ τοῦτο ξεῖνε ἔπος τετελεσμένον εἴη τῷ κε τάχα γνοίης φιλότητά τε πολλά τε δῶρα ἐξ ἐμεῦ ὡς ἄν τίς σε συναντόμενος μακαρίζοι
23 2 0 | Od.2.3-Od.2.5 Od.4.308-Od.4.310 | εἵματα ἑσσάμενος περὶ δὲ ξίφος ὀξὺ θέτʼ ὤμῳ ποσσὶ δʼ ὑπὸ λιπαροῖσιν ἐδήσατο καλὰ πέδιλα βῆ δʼ ἴμεν ἐκ θαλάμοιο θεῷ ἐναλίγκιος ἄντην
23 2 0 | Od.3.92-Od.3.95 Od.4.322-Od.4.325 | τοὔνεκα νῦν τὰ σὰ γούναθʼ ἱκάνομαι αἴ κʼ ἐθέλῃσθα κείνου λυγρὸν ὄλεθρον ἐνισπεῖν εἴ που ὄπωπας ὀφθαλμοῖσι τεοῖσιν ἢ ἄλλου μῦθον ἄκουσας πλαζομένου
23 2 0 | Od.3.99-Od.3.102 Od.4.329-Od.4.332 | ἢ ἔπος ἠέ τι ἔργον ὑποστὰς ἐξετέλεσσε δήμῳ ἔνι Τρώων ὅθι πάσχετε πήματʼ Ἀχαιοί τῶν νῦν μοι μνῆσαι καί μοι νημερτὲς ἐνίσπες τὸν
23 2 0 | Od.4.724-Od.4.727 Od.4.814-Od.4.817 | ἣ πρὶν μὲν πόσιν ἐσθλὸν ἀπώλεσα θυμολέοντα παντοίῃς ἀρετῇσι κεκασμένον ἐν Δαναοῖσιν ἐσθλόν τοῦ κλέος εὐρὺ καθʼ Ἑλλάδα καὶ μέσον Ἄργος νῦν αὖ
23 2 0 | Od.9.177-Od.9.180 Od.12.144-Od.12.147 | ἑταίρους αὐτούς τʼ ἀμβαίνειν ἀνά τε πρυμνήσια λῦσαι οἱ δʼ αἶψʼ εἴσβαινον καὶ ἐπὶ κληῖσι καθῖζον ἑξῆς δʼ ἑζόμενοι πολιὴν ἅλα τύπτον ἐρετμοῖς
23 2 0 | Od.17.179-Od.17.181 Od.20.249-Od.20.251 | χλαίνας μὲν κατέθεντο κατὰ κλισμούς τε θρόνους τε οἱ δʼ ἱέρευον ὄϊς μεγάλους καὶ πίονας αἶγας ἵρευον δὲ σύας σιάλους καὶ βοῦν ἀγελαίην
23 2 0 | Od.19.602-Od.20.1 Od.21.356-Od.21.359 | ἐς δʼ ὑπερῷʼ ἀναβᾶσα σὺν ἀμφιπόλοισι γυναιξὶ κλαῖεν ἔπειτʼ Ὀδυσῆα φίλον πόσιν ὄφρα οἱ ὕπνον ἡδὺν ἐπὶ βλεφάροισι βάλε γλαυκῶπις Ἀθήνη αὐτὰρ ὁ
22 2 0 | Od.1.239-Od.1.241 Od.14.369-Od.14.371 | τῷ κέν οἱ τύμβον μὲν ἐποίησαν Παναχαιοί ἠδέ κε καὶ ᾧ παιδὶ μέγα κλέος ἤρατʼ ὀπίσσω νῦν δέ μιν ἀκλειῶς ἅρπυιαι ἀνηρείψαντο
22 2 0 | Od.2.11-Od.2.13 Od.17.62-Od.17.64 | ἅμα τῷ γε δύω κύνες ἀργοὶ ἕποντο θεσπεσίην δʼ ἄρα τῷ γε χάριν κατέχευεν Ἀθήνη τὸν δʼ ἄρα πάντες λαοὶ ἐπερχόμενον θηεῦντο
22 2 0 | Od.4.428-Od.4.431 Od.4.573-Od.4.576 | ἠδὲ θάλασσαν δόρπον θʼ ὁπλισάμεσθʼ ἐπί τʼ ἤλυθεν ἀμβροσίη νύξ δὴ τότε κοιμήθημεν ἐπὶ ῥηγμῖνι θαλάσσης ἦμος δʼ ἠριγένεια φάνη ῥοδοδάκτυλος Ἠώς
22 2 0 | Od.9.88-Od.9.91 Od.10.100-Od.10.103 | ἐγὼν ἑτάρους προΐειν πεύθεσθαι ἰόντας οἵ τινες ἀνέρες εἶεν ἐπὶ χθονὶ σῖτον ἔδοντες ἄνδρε δύω κρίνας τρίτατον κήρυχʼ ἅμʼ ὀπάσσας οἱ δʼ
22 3 2 | Od.9.178-Od.9.180 Od.9.562-Od.9.564 Od.12.145-Od.12.147 | αὐτούς τʼ ἀμβαίνειν ἀνά τε πρυμνήσια λῦσαι οἱ δʼ αἶψʼ εἴσβαινον καὶ ἐπὶ κληῖσι καθῖζον ἑξῆς δʼ ἑζόμενοι πολιὴν ἅλα τύπτον ἐρετμοῖς
22 2 0 | Od.13.426-Od.13.428 Od.15.30-Od.15.32 | ἱέμενοι κτεῖναι πρὶν πατρίδα γαῖαν ἱκέσθαι ἀλλὰ τά γʼ οὐκ ὀΐω πρὶν καί τινα γαῖα καθέξει ἀνδρῶν μνηστήρων οἵ τοι βίοτον κατέδουσιν
22 2 0 | Od.23.100-Od.23.102 Od.23.168-Od.23.170 | οὐ μέν κʼ ἄλλη γʼ ὧδε γυνὴ τετληότι θυμῷ ἀνδρὸς ἀφεσταίη ὅς οἱ κακὰ πολλὰ μογήσας ἔλθοι ἐεικοστῷ ἔτεϊ ἐς πατρίδα γαῖαν
21 2 0 | Od.1.96-Od.1.99 Od.5.44-Od.5.47 | ὑπὸ ποσσὶν ἐδήσατο καλὰ πέδιλα ἀμβρόσια χρύσεια τά μιν φέρον ἠμὲν ἐφʼ ὑγρὴν ἠδʼ ἐπʼ ἀπείρονα γαῖαν ἅμα πνοιῇς ἀνέμοιο εἵλετο
21 2 0 | Od.1.421-Od.1.423 Od.18.304-Od.18.306 | οἱ δʼ εἰς ὀρχηστύν τε καὶ ἱμερόεσσαν ἀοιδὴν τρεψάμενοι τέρποντο μένον δʼ ἐπὶ ἕσπερον ἐλθεῖν τοῖσι δὲ τερπομένοισι μέλας ἐπὶ ἕσπερος
