51 2 0 | Il.24.339-Il.24.345 Od.5.43-Od.5.49 | ὣς ἔφατʼ οὐδʼ ἀπίθησε διάκτορος ἀργεϊφόντης αὐτίκʼ ἔπειθʼ ὑπὸ ποσσὶν ἐδήσατο καλὰ πέδιλα ἀμβρόσια χρύσεια τά μιν φέρον ἠμὲν ἐφʼ ὑγρὴν ἠδʼ ἐπʼ ἀπείρονα γαῖαν ἅμα πνοιῇς ἀνέμοιο εἵλετο δὲ ῥάβδον τῇ τʼ ἀνδρῶν ὄμματα θέλγει ὧν ἐθέλει τοὺς δʼ αὖτε καὶ ὑπνώοντας ἐγείρει τὴν μετὰ χερσὶν ἔχων πέτετο κρατὺς ἀργεϊφόντης
9 4 3 | Il.2.257-Il.2.257 Od.2.187-Od.2.187 Od.17.229-Od.17.229 Od.18.82-Od.18.82 | ἀλλʼ ἔκ τοι ἐρέω τὸ δὲ καὶ τετελεσμένον ἔσται
9 5 4 | Il.2.432-Il.2.433 Il.7.323-Il.7.324 Il.9.92-Il.9.93 Od.3.67-Od.3.68 Od.15.303-Od.15.304 | αὐτὰρ ἐπεὶ πόσιος καὶ ἐδητύος ἐξ ἔρον ἕντο τοῖς
9 3 2 | Il.3.143-Il.3.143 Od.1.331-Od.1.331 Od.18.207-Od.18.207 | οὐκ οἴη ἅμα τῇ γε καὶ ἀμφίπολοι δύʼ ἕποντο
9 3 0 | Il.3.177-Il.3.177 Od.7.243-Od.7.243 Od.15.402-Od.15.402 | τοῦτο δέ τοι ἐρέω ὅ μʼ ἀνείρεαι ἠδὲ μεταλλᾷς
9 2 0 | Il.3.395-Il.3.395 Od.17.150-Od.17.150 | ὣς φάτο τῇ δʼ ἄρα θυμὸν ἐνὶ στήθεσσιν ὄρινε
9 3 2 | Il.4.73-Il.4.74 Il.22.186-Il.22.187 Od.24.487-Od.24.488 | πάρος μεμαυῖαν Ἀθήνην βῆ δὲ κατʼ Οὐλύμποιο καρήνων ἀΐξασα
9 2 0 | Il.4.81-Il.4.82 Od.18.72-Od.18.73 | ὧδε δέ τις εἴπεσκεν ἰδὼν ἐς πλησίον ἄλλον ἦ
9 2 0 | Il.6.334-Il.6.334 Od.18.129-Od.18.129 | τοὔνεκά τοι ἐρέω σὺ δὲ σύνθεο καί μευ ἄκουσον
9 7 2 | Il.7.92-Il.7.92 Il.8.28-Il.8.28 Od.8.234-Od.8.234 Od.11.333-Od.11.333 Od.13.1-Od.13.1 Od.16.393-Od.16.393 Od.20.320-Od.20.320 | ὣς ἔφαθʼ οἱ δʼ ἄρα πάντες ἀκὴν ἐγένοντο σιωπῇ
9 3 2 | Il.8.66-Il.8.67 Il.11.84-Il.11.85 Od.9.56-Od.9.57 | ὄφρα μὲν ἠὼς ἦν καὶ ἀέξετο ἱερὸν ἦμαρ τόφρα
9 3 2 | Il.9.177-Il.9.177 Od.7.184-Od.7.184 Od.18.427-Od.18.427 | αὐτὰρ ἐπεὶ σπεῖσάν τʼ ἔπιόν θʼ ὅσον ἤθελε θυμός
9 3 0 | Il.14.280-Il.14.280 Od.2.378-Od.2.378 Od.10.346-Od.10.346 | αὐτὰρ ἐπεί ῥʼ ὄμοσέν τε τελεύτησέν τε τὸν ὅρκον
9 2 0 | Il.17.279-Il.17.280 Od.11.550-Od.11.551 | δʼ ἔργα τέτυκτο τῶν ἄλλων Δαναῶν μετʼ ἀμύμονα Πηλεΐωνα
9 2 0 | Il.18.363-Il.18.363 Od.20.46-Od.20.46 | ὅς περ θνητός τʼ ἐστὶ καὶ οὐ τόσα μήδεα
9 3 2 | Il.18.457-Il.18.457 Od.3.92-Od.3.92 Od.4.322-Od.4.322 | τοὔνεκα νῦν τὰ σὰ γούναθʼ ἱκάνομαι αἴ κʼ ἐθέλῃσθα
9 3 0 | Il.22.167-Il.22.167 Il.24.103-Il.24.103 Od.1.28-Od.1.28 | τοῖσι δὲ μύθων ἦρχε πατὴρ ἀνδρῶν τε θεῶν τε
9 2 0 | Il.22.424-Il.22.425 Od.4.104-Od.4.105 | τῶν πάντων οὐ τόσσον ὀδύρομαι ἀχνύμενός περ ὡς ἑνός
9 6 5 | Il.23.68-Il.23.68 Il.24.682-Il.24.682 Od.4.803-Od.4.803 Od.6.21-Od.6.21 Od.20.32-Od.20.32 Od.23.4-Od.23.4 | στῆ δʼ ἄρʼ ὑπὲρ κεφαλῆς καί μιν πρὸς μῦθον
9 2 0 | Il.23.108-Il.23.108 Od.4.183-Od.4.183 | ὣς φάτο τοῖσι δὲ πᾶσιν ὑφʼ ἵμερον ὦρσε γόοιο
9 3 0 | Il.23.154-Il.23.155 Od.16.220-Od.16.221 Od.21.226-Od.21.227 | καί νύ κʼ ὀδυρομένοισιν ἔδυ φάος ἠελίοιο εἰ μὴ
9 2 0 | Il.23.326-Il.23.326 Od.11.126-Od.11.126 | σῆμα δέ τοι ἐρέω μάλʼ ἀριφραδές οὐδέ σε λήσει
9 2 0 | Il.23.626-Il.23.626 Od.18.170-Od.18.170 | ναὶ δὴ ταῦτά γε πάντα τέκος κατὰ μοῖραν ἔειπες
9 2 0 | Il.23.629-Il.23.630 Od.14.468-Od.14.469 | εἴθʼ ὣς ἡβώοιμι βίη τέ μοι ἔμπεδος εἴη ὡς
9 2 0 | Il.24.320-Il.24.321 Od.15.164-Od.15.165 | δὲ ἰδόντες γήθησαν καὶ πᾶσιν ἐνὶ φρεσὶ θυμὸς ἰάνθη
8 4 0 | Il.1.212-Il.1.212 Il.8.401-Il.8.401 Il.23.672-Il.23.672 Od.21.337-Od.21.337 | ὧδε γὰρ ἐξερέω τὸ δὲ καὶ τετελεσμένον ἔσται
8 2 0 | Il.1.485-Il.1.485 Od.16.325-Od.16.325 | νῆα μὲν οἵ γε μέλαιναν ἐπʼ ἠπείροιο ἔρυσσαν
8 2 0 | Il.1.610-Il.1.610 Od.19.49-Od.19.49 | ἔνθα πάρος κοιμᾶθʼ ὅτε μιν γλυκὺς ὕπνος ἱκάνοι
8 7 4 | Il.2.139-Il.2.139 Il.9.26-Il.9.26 Il.9.704-Il.9.704 Il.12.75-Il.12.75 Il.14.370-Il.14.370 Il.18.297-Il.18.297 Od.13.179-Od.13.179 | ἀλλʼ ἄγεθʼ ὡς ἂν ἐγὼ εἴπω πειθώμεθα πάντες
8 8 4 | Il.2.271-Il.2.271 Il.4.81-Il.4.81 Il.22.372-Il.22.372 Od.8.328-Od.8.328 Od.10.37-Od.10.37 Od.13.167-Od.13.167 Od.18.72-Od.18.72 Od.18.400-Od.18.400 | ὧδε δέ τις εἴπεσκεν ἰδὼν ἐς πλησίον ἄλλον
8 3 0 | Il.2.330-Il.2.330 Il.14.48-Il.14.48 Od.18.271-Od.18.271 | κεῖνος τὼς ἀγόρευε τὰ δὴ νῦν πάντα τελεῖται
8 3 0 | Il.2.810-Il.2.810 Il.8.59-Il.8.59 Od.24.70-Od.24.70 | πεζοί θʼ ἱππῆές τε πολὺς δʼ ὀρυμαγδὸς ὀρώρει
8 2 0 | Il.3.41-Il.3.41 Od.20.316-Od.20.316 | καί κε τὸ βουλοίμην καί κεν πολὺ κέρδιον
8 2 0 | Il.3.308-Il.3.308 Od.14.119-Od.14.119 | που τό γε οἶδε καὶ ἀθάνατοι θεοὶ ἄλλοι
8 2 0 | Il.3.338-Il.3.338 Od.17.4-Od.17.4 | εἵλετο δʼ ἄλκιμον ἔγχος ὅ οἱ παλάμηφιν ἀρήρει
8 2 0 | Il.3.365-Il.3.365 Od.20.201-Od.20.201 | Ζεῦ πάτερ οὔ τις σεῖο θεῶν ὀλοώτερος ἄλλος
8 6 2 | Il.4.349-Il.4.349 Il.14.82-Il.14.82 Od.8.165-Od.8.165 Od.18.14-Od.18.14 Od.22.60-Od.22.60 Od.22.320-Od.22.320 | τὸν δʼ ἄρʼ ὑπόδρα ἰδὼν προσέφη πολύμητις Ὀδυσσεύς
8 2 0 | Il.4.375-Il.4.375 Od.4.201-Od.4.201 | ἤντησʼ οὐδὲ ἴδον περὶ δʼ ἄλλων φασὶ γενέσθαι
8 7 2 | Il.4.504-Il.4.504 Il.5.42-Il.5.42 Il.5.540-Il.5.540 Il.13.187-Il.13.187 Il.17.50-Il.17.50 Il.17.311-Il.17.311 Od.24.525-Od.24.525 | δούπησεν δὲ πεσών ἀράβησε δὲ τεύχεʼ ἐπʼ αὐτῷ
8 2 0 | Il.5.115-Il.5.116 Od.4.762-Od.4.763 | κλῦθί μευ αἰγιόχοιο Διὸς τέκος Ἀτρυτώνη εἴ ποτέ
8 4 2 | Il.5.121-Il.5.121 Il.23.771-Il.23.771 Od.3.385-Od.3.385 Od.6.328-Od.6.328 | ὣς ἔφατʼ εὐχόμενος τοῦ δʼ ἔκλυε Παλλὰς Ἀθήνη
8 4 2 | Il.5.366-Il.5.366 Il.8.45-Il.8.45 Od.3.484-Od.3.484 Od.3.494-Od.3.494 | μάστιξεν δʼ ἐλάαν τὼ δʼ οὐκ ἀέκοντε πετέσθην
8 2 0 | Il.5.671-Il.5.671 Od.24.235-Od.24.235 | μερμήριξε δʼ ἔπειτα κατὰ φρένα καὶ κατὰ θυμὸν
8 5 4 | Il.7.379-Il.7.379 Od.3.477-Od.3.477 Od.15.220-Od.15.220 Od.22.178-Od.22.178 Od.23.141-Od.23.141 | δʼ ἄρα τοῦ μάλα μὲν κλύον ἠδʼ ἐπίθοντο
8 3 2 | Il.8.30-Il.8.31 Od.1.44-Od.1.45 Od.1.80-Od.1.81 | γλαυκῶπις Ἀθήνη ὦ πάτερ ἡμέτερε Κρονίδη ὕπατε κρειόντων
8 4 0 | Il.8.147-Il.8.147 Il.15.208-Il.15.208 Il.16.52-Il.16.52 Od.18.274-Od.18.274 | ἀλλὰ τόδʼ αἰνὸν ἄχος κραδίην καὶ θυμὸν ἱκάνει
8 2 0 | Il.10.277-Il.10.278 Od.4.761-Od.4.762 | ἠρᾶτο δʼ Ἀθήνῃ κλῦθί μευ αἰγιόχοιο Διὸς τέκος
8 17 7 | Il.10.384-Il.10.384 Il.10.405-Il.10.405 Il.24.380-Il.24.380 Il.24.656-Il.24.656 Od.1.169-Od.1.169 Od.1.206-Od.1.206 Od.1.224-Od.1.224 Od.4.486-Od.4.486 Od.8.572-Od.8.572 Od.11.140-Od.11.140 Od.11.170-Od.11.170 Od.11.370-Od.11.370 Od.11.457-Od.11.457 Od.15.383-Od.15.383 Od.16.137-Od.16.137 Od.24.256-Od.24.256 Od.24.287-Od.24.287 | ἀλλʼ ἄγε μοι τόδε εἰπὲ καὶ ἀτρεκέως κατάλεξον
8 2 0 | Il.10.457-Il.10.457 Od.22.329-Od.22.329 | φθεγγομένου δʼ ἄρα τοῦ γε κάρη κονίῃσιν ἐμίχθη
8 2 0 | Il.10.534-Il.10.534 Od.4.140-Od.4.140 | ψεύσομαι ἦ ἔτυμον ἐρέω; κέλεται δέ με θυμός
8 2 0 | Il.11.411-Il.11.412 Od.5.424-Od.5.425 | ταῦθʼ ὥρμαινε κατὰ φρένα καὶ κατὰ θυμόν τόφρα
8 5 2 | Il.12.251-Il.12.251 Il.13.833-Il.13.833 Od.2.413-Od.2.413 Od.8.46-Od.8.46 Od.8.104-Od.8.104 | ὣς ἄρα φωνήσας ἡγήσατο τοὶ δʼ ἅμʼ ἕποντο
8 2 0 | Il.13.821-Il.13.822 Od.15.160-Od.15.161 | ὣς ἄρα οἱ εἰπόντι ἐπέπτατο δεξιὸς ὄρνις αἰετὸς
8 3 2 | Il.15.113-Il.15.114 Il.15.397-Il.15.398 Od.13.198-Od.13.199 | πεπλήγετο μηρὼ χερσὶ καταπρηνέσσʼ ὀλοφυρόμενος δʼ ἔπος ηὔδα
8 2 0 | Il.16.249-Il.16.249 Od.20.102-Od.20.102 | ὣς ἔφατʼ εὐχόμενος τοῦ δʼ ἔκλυε μητίετα Ζεύς
8 3 2 | Il.17.591-Il.17.591 Il.18.22-Il.18.22 Od.24.315-Od.24.315 | ὣς φάτο τὸν δʼ ἄχεος νεφέλη ἐκάλυψε μέλαινα
8 2 0 | Il.18.347-Il.18.347 Od.8.436-Od.8.436 | δʼ ἄρʼ ὕδωρ ἔχεαν ὑπὸ δὲ ξύλα δαῖον
