74 2 0 | Il.2.23:0/5-Il.2.33:5/10 Il.2.60:0/5-Il.2.70:5/11 | εὕδεις Ἀτρέος υἱὲ δαΐφρονος ἱπποδάμοιο οὐ χρὴ παννύχιον εὕδειν βουληφόρον ἄνδρα ᾧ λαοί τʼ ἐπιτετράφαται καὶ τόσσα μέμηλε νῦν δʼ ἐμέθεν ξύνες ὦκα Διὸς δέ τοι ἄγγελός εἰμι ὃς σεῦ ἄνευθεν ἐὼν μέγα κήδεται ἠδʼ ἐλεαίρει θωρῆξαί σε κέλευσε κάρη κομόωντας Ἀχαιοὺς πανσυδίῃ νῦν γάρ κεν ἕλοις πόλιν εὐρυάγυιαν Τρώων οὐ γὰρ ἔτʼ ἀμφὶς Ὀλύμπια δώματʼ ἔχοντες ἀθάνατοι φράζονται ἐπέγναμψεν γὰρ ἅπαντας Ἥρη λισσομένη Τρώεσσι δὲ κήδεʼ ἐφῆπται ἐκ Διός ἀλλὰ σὺ σῇσιν ἔχε
36 2 0 | Il.9.149:4/7-Il.9.155:1/7 Il.9.291:4/7-Il.9.297:1/7 | εὖ ναιόμενα πτολίεθρα Καρδαμύλην Ἐνόπην τε καὶ Ἱρὴν ποιήεσσαν Φηράς τε ζαθέας ἠδʼ Ἄνθειαν βαθύλειμον καλήν τʼ Αἴπειαν καὶ Πήδασον ἀμπελόεσσαν πᾶσαι δʼ ἐγγὺς ἁλός νέαται Πύλου ἠμαθόεντος ἐν δʼ ἄνδρες ναίουσι πολύρρηνες πολυβοῦται οἵ κέ
34 2 0 | Il.13.389:0/9-Il.13.393:3/4 Il.16.482:0/9-Il.16.486:3/4 | ἤριπε δʼ ὡς ὅτε τις δρῦς ἤριπεν ἢ ἀχερωῒς ἠὲ πίτυς βλωθρή τήν τʼ οὔρεσι τέκτονες ἄνδρες ἐξέταμον πελέκεσσι νεήκεσι νήϊον εἶναι ὣς ὃ πρόσθʼ ἵππων καὶ δίφρου κεῖτο τανυσθεὶς βεβρυχὼς κόνιος δεδραγμένος αἱματοέσσης
33 2 0 | Il.8.222:0/7-Il.8.226:5/6 Il.11.5:0/7-Il.11.9:5/6 | στῆ δʼ ἐπʼ Ὀδυσσῆος μεγακήτεϊ νηῒ μελαίνῃ ἥ ῥʼ ἐν μεσσάτῳ ἔσκε γεγωνέμεν ἀμφοτέρωσε ἠμὲν ἐπʼ Αἴαντος κλισίας Τελαμωνιάδαο ἠδʼ ἐπʼ Ἀχιλλῆος τοί ῥʼ ἔσχατα νῆας ἐΐσας εἴρυσαν ἠνορέῃ πίσυνοι καὶ κάρτεϊ χειρῶν
33 2 0 | Il.9.122:0/7-Il.9.126:4/5 Il.9.264:0/7-Il.9.268:4/5 | ἕπτʼ ἀπύρους τρίποδας δέκα δὲ χρυσοῖο τάλαντα αἴθωνας δὲ λέβητας ἐείκοσι δώδεκα δʼ ἵππους πηγοὺς ἀθλοφόρους οἳ ἀέθλια ποσσὶν ἄροντο οὔ κεν ἀλήϊος εἴη ἀνὴρ ᾧ τόσσα γένοιτο οὐδέ κεν ἀκτήμων ἐριτίμοιο χρυσοῖο
31 2 0 | Il.5.494:0/8-Il.5.498:1/6 Il.6.103:0/8-Il.6.107:1/6 | αὐτίκα δʼ ἐξ ὀχέων σὺν τεύχεσιν ἆλτο χαμᾶζε πάλλων δʼ ὀξέα δοῦρα κατὰ στρατὸν ᾤχετο πάντῃ ὀτρύνων μαχέσασθαι ἔγειρε δὲ φύλοπιν αἰνήν οἳ δʼ ἐλελίχθησαν καὶ ἐναντίοι ἔσταν Ἀχαιῶν Ἀργεῖοι δʼ
31 2 0 | Il.5.733:0/5-Il.5.737:4/5 Il.8.384:0/5-Il.8.388:4/5 | αὐτὰρ Ἀθηναίη κούρη Διὸς αἰγιόχοιο πέπλον μὲν κατέχευεν ἑανὸν πατρὸς ἐπʼ οὔδει ποικίλον ὅν ῥʼ αὐτὴ ποιήσατο καὶ κάμε χερσίν ἣ δὲ χιτῶνʼ ἐνδῦσα Διὸς νεφεληγερέταο τεύχεσιν ἐς πόλεμον θωρήσσετο δακρυόεντα
30 2 0 | Il.3.334:0/7-Il.3.338:1/8 Il.16.135:0/7-Il.16.139:1/8 | ἀμφὶ δʼ ἄρʼ ὤμοισιν βάλετο ξίφος ἀργυρόηλον χάλκεον αὐτὰρ ἔπειτα σάκος μέγα τε στιβαρόν τε κρατὶ δʼ ἐπʼ ἰφθίμῳ κυνέην εὔτυκτον ἔθηκεν ἵππουριν δεινὸν δὲ λόφος καθύπερθεν ἔνευεν εἵλετο δʼ
30 3 2 | Il.5.494:1/8-Il.5.498:1/6 Il.6.103:1/8-Il.6.107:1/6 Il.11.211:1/8-Il.11.215:1/5 | δʼ ἐξ ὀχέων σὺν τεύχεσιν ἆλτο χαμᾶζε πάλλων δʼ ὀξέα δοῦρα κατὰ στρατὸν ᾤχετο πάντῃ ὀτρύνων μαχέσασθαι ἔγειρε δὲ φύλοπιν αἰνήν οἳ δʼ ἐλελίχθησαν καὶ ἐναντίοι ἔσταν Ἀχαιῶν Ἀργεῖοι δʼ
30 2 0 | Il.16.610:0/8-Il.16.613:7/8 Il.17.526:0/8-Il.17.529:7/8 | ἀλλʼ ὃ μὲν ἄντα ἰδὼν ἠλεύατο χάλκεον ἔγχος πρόσσω γὰρ κατέκυψε τὸ δʼ ἐξόπιθεν δόρυ μακρὸν οὔδει ἐνισκίμφθη ἐπὶ δʼ οὐρίαχος πελεμίχθη ἔγχεος ἔνθα δʼ ἔπειτʼ ἀφίει μένος ὄβριμος Ἄρης
29 2 0 | Il.7.323:0/8-Il.7.327:0/6 Il.9.92:0/8-Il.9.96:0/5 | αὐτὰρ ἐπεὶ πόσιος καὶ ἐδητύος ἐξ ἔρον ἕντο τοῖς ὁ γέρων πάμπρωτος ὑφαίνειν ἤρχετο μῆτιν Νέστωρ οὗ καὶ πρόσθεν ἀρίστη φαίνετο βουλή ὅ σφιν ἐϋφρονέων ἀγορήσατο καὶ μετέειπεν Ἀτρεΐδη
29 2 0 | Il.11.534:1/8-Il.11.537:6/9 Il.20.499:2/9-Il.20.502:6/9 | νέκυάς τε καὶ ἀσπίδας αἵματι δʼ ἄξων νέρθεν ἅπας πεπάλακτο καὶ ἄντυγες αἳ περὶ δίφρον ἃς ἄρʼ ἀφʼ ἱππείων ὁπλέων ῥαθάμιγγες ἔβαλλον αἵ τʼ ἀπʼ ἐπισσώτρων ὃ δὲ ἵετο
28 2 0 | Il.2.831:0/7-Il.2.834:5/6 Il.11.329:0/7-Il.11.332:5/6 | υἷε δύω Μέροπος Περκωσίου ὃς περὶ πάντων ᾔδεε μαντοσύνας οὐδὲ οὓς παῖδας ἔασκε στείχειν ἐς πόλεμον φθισήνορα τὼ δέ οἱ οὔ τι πειθέσθην κῆρες γὰρ ἄγον μέλανος θανάτοιο
28 2 0 | Il.3.70:1/7-Il.3.73:6/8 Il.3.91:1/7-Il.3.94:6/8 | ἀμφʼ Ἑλένῃ καὶ κτήμασι πᾶσι μάχεσθαι ὁππότερος δέ κε νικήσῃ κρείσσων τε γένηται κτήμαθʼ ἑλὼν εὖ πάντα γυναῖκά τε οἴκαδʼ ἀγέσθω οἳ δʼ ἄλλοι φιλότητα καὶ ὅρκια πιστὰ
28 2 0 | Il.7.357:4/8-Il.7.360:8/9 Il.12.231:5/9-Il.12.234:8/9 | ἐμοὶ φίλα ταῦτʼ ἀγορεύεις οἶσθα καὶ ἄλλον μῦθον ἀμείνονα τοῦδε νοῆσαι εἰ δʼ ἐτεὸν δὴ τοῦτον ἀπὸ σπουδῆς ἀγορεύεις ἐξ ἄρα δή τοι ἔπειτα θεοὶ φρένας ὤλεσαν αὐτοί
28 2 0 | Il.18.384:0/12-Il.18.386:9/10 Il.18.423:0/12-Il.18.425:9/10 | ἔν τʼ ἄρα οἱ φῦ χειρὶ ἔπος τʼ ἔφατʼ ἔκ τʼ ὀνόμαζε τίπτε Θέτι τανύπεπλε ἱκάνεις ἡμέτερον δῶ αἰδοίη τε φίλη τε; πάρος γε μὲν οὔ τι θαμίζεις
27 2 0 | Il.1.22:0/6-Il.1.25:7/8 Il.1.376:0/6-Il.1.379:7/8 | ἔνθʼ ἄλλοι μὲν πάντες ἐπευφήμησαν Ἀχαιοὶ αἰδεῖσθαί θʼ ἱερῆα καὶ ἀγλαὰ δέχθαι ἄποινα ἀλλʼ οὐκ Ἀτρεΐδῃ Ἀγαμέμνονι ἥνδανε θυμῷ ἀλλὰ κακῶς ἀφίει κρατερὸν δʼ ἐπὶ μῦθον ἔτελλε
27 2 0 | Il.1.458:0/7-Il.1.461:5/6 Il.2.421:0/7-Il.2.424:5/6 | αὐτὰρ ἐπεί ῥʼ εὔξαντο καὶ οὐλοχύτας προβάλοντο αὐέρυσαν μὲν πρῶτα καὶ ἔσφαξαν καὶ ἔδειραν μηρούς τʼ ἐξέταμον κατά τε κνίσῃ ἐκάλυψαν δίπτυχα ποιήσαντες ἐπʼ αὐτῶν δʼ ὠμοθέτησαν
27 2 0 | Il.7.376:0/7-Il.7.379:4/11 Il.7.395:0/7-Il.7.398:4/9 | παύσασθαι πολέμοιο δυσηχέος εἰς ὅ κε νεκροὺς κήομεν ὕστερον αὖτε μαχησόμεθʼ εἰς ὅ κε δαίμων ἄμμε διακρίνῃ δώῃ δʼ ἑτέροισί γε νίκην ὣς ἔφαθʼ οἳ δʼ ἄρα
26 2 0 | Il.1.13:0/7-Il.1.16:5/6 Il.1.372:0/7-Il.1.375:5/6 | λυσόμενός τε θύγατρα φέρων τʼ ἀπερείσιʼ ἄποινα στέμματʼ ἔχων ἐν χερσὶν ἑκηβόλου Ἀπόλλωνος χρυσέῳ ἀνὰ σκήπτρῳ καὶ λίσσετο πάντας Ἀχαιούς Ἀτρεΐδα δὲ μάλιστα δύω κοσμήτορε λαῶν
26 2 0 | Il.3.357:0/7-Il.3.360:7/8 Il.7.251:0/7-Il.7.254:7/8 | διὰ μὲν ἀσπίδος ἦλθε φαεινῆς ὄβριμον ἔγχος καὶ διὰ θώρηκος πολυδαιδάλου ἠρήρειστο ἀντικρὺ δὲ παραὶ λαπάρην διάμησε χιτῶνα ἔγχος ὃ δʼ ἐκλίνθη καὶ ἀλεύατο κῆρα μέλαιναν
26 2 0 | Il.8.331:0/7-Il.8.334:5/6 Il.13.420:0/7-Il.13.423:5/6 | ἀλλὰ θέων περίβη καί οἱ σάκος ἀμφεκάλυψε τὸν μὲν ἔπειθʼ ὑποδύντε δύω ἐρίηρες ἑταῖροι Μηκιστεὺς Ἐχίοιο πάϊς καὶ δῖος Ἀλάστωρ νῆας ἔπι γλαφυρὰς φερέτην βαρέα στενάχοντα
26 2 0 | Il.13.694:0/7-Il.13.697:5/6 Il.15.333:0/7-Il.15.336:5/6 | ἤτοι ὃ μὲν νόθος υἱὸς Ὀϊλῆος θείοιο ἔσκε Μέδων Αἴαντος ἀδελφεός αὐτὰρ ἔναιεν ἐν Φυλάκῃ γαίης ἄπο πατρίδος ἄνδρα κατακτὰς γνωτὸν μητρυιῆς Ἐριώπιδος ἣν ἔχʼ Ὀϊλεύς
26 2 0 | Il.16.855:0/7-Il.16.858:3/6 Il.22.361:0/7-Il.22.364:3/6 | ὣς ἄρα μιν εἰπόντα τέλος θανάτοιο κάλυψε ψυχὴ δʼ ἐκ ῥεθέων πταμένη Ἄϊδος δὲ βεβήκει ὃν πότμον γοόωσα λιποῦσʼ ἀνδροτῆτα καὶ ἥβην τὸν καὶ τεθνηῶτα προσηύδα
25 2 0 | Il.6.92:1/5-Il.6.95:7/8 Il.6.273:2/6-Il.6.276:7/8 | Ἀθηναίης ἐπὶ γούνασιν ἠϋκόμοιο καί οἱ ὑποσχέσθαι δυοκαίδεκα βοῦς ἐνὶ νηῷ ἤνις ἠκέστας ἱερευσέμεν αἴ κʼ ἐλεήσῃ ἄστύ τε καὶ Τρώων ἀλόχους καὶ νήπια τέκνα
25 2 0 | Il.7.164:0/7-Il.7.167:6/7 Il.8.262:0/7-Il.8.265:6/7 | τοῖσι δʼ ἐπʼ Αἴαντες θοῦριν ἐπιειμένοι ἀλκήν τοῖσι δʼ ἐπʼ Ἰδομενεὺς καὶ ὀπάων Ἰδομενῆος Μηριόνης ἀτάλαντος Ἐνυαλίῳ ἀνδρειφόντῃ τοῖσι δʼ ἐπʼ Εὐρύπυλος Εὐαίμονος ἀγλαὸς υἱός
25 2 0 | Il.13.535:3/6-Il.13.538:7/8 Il.14.429:5/8-Il.14.432:7/8 | ὄφρʼ ἵκεθʼ ἵππους ὠκέας οἵ οἱ ὄπισθε μάχης ἠδὲ πτολέμοιο ἕστασαν ἡνίοχόν τε καὶ ἅρματα ποικίλʼ ἔχοντες οἳ τόν γε προτὶ ἄστυ φέρον βαρέα στενάχοντα
24 2 0 | Il.4.163:0/10-Il.4.165:5/6 Il.6.447:0/10-Il.6.449:5/6 | εὖ γὰρ ἐγὼ τόδε οἶδα κατὰ φρένα καὶ κατὰ θυμόν ἔσσεται ἦμαρ ὅτʼ ἄν ποτʼ ὀλώλῃ Ἴλιος ἱρὴ καὶ Πρίαμος καὶ λαὸς ἐϋμμελίω Πριάμοιο
24 2 0 | Il.8.41:2/7-Il.8.44:5/6 Il.13.23:2/7-Il.13.26:5/6 | ὑπʼ ὄχεσφι τιτύσκετο χαλκόποδʼ ἵππω ὠκυπέτα χρυσέῃσιν ἐθείρῃσιν κομόωντε χρυσὸν δʼ αὐτὸς ἔδυνε περὶ χροΐ γέντο δʼ ἱμάσθλην χρυσείην εὔτυκτον ἑοῦ δʼ ἐπεβήσετο δίφρου
24 2 0 | Il.10.309:1/8-Il.10.312:4/5 Il.10.396:1/8-Il.10.399:4/5 | φυλάσσονται νῆες θοαὶ ὡς τὸ πάρος περ ἦ ἤδη χείρεσσιν ὑφʼ ἡμετέρῃσι δαμέντες φύξιν βουλεύουσι μετὰ σφίσιν οὐδʼ ἐθέλουσι νύκτα φυλασσέμεναι καμάτῳ ἀδηκότες αἰνῷ
23 2 0 | Il.4.459:0/7-Il.4.461:6/7 Il.6.9:0/7-Il.6.11:6/7 | τόν ῥʼ ἔβαλε πρῶτος κόρυθος φάλον ἱπποδασείης ἐν δὲ μετώπῳ πῆξε πέρησε δʼ ἄρʼ ὀστέον εἴσω αἰχμὴ χαλκείη τὸν δὲ σκότος ὄσσε κάλυψεν
23 2 0 | Il.24.149:3/8-Il.24.152:2/11 Il.24.178:3/8-Il.24.181:2/10 | ἕποιτο γεραίτερος ὅς κʼ ἰθύνοι ἡμιόνους καὶ ἄμαξαν ἐΰτροχον ἠδὲ καὶ αὖτις νεκρὸν ἄγοι προτὶ ἄστυ τὸν ἔκτανε δῖος Ἀχιλλεύς μὴ δέ τί
22 2 0 | Il.2.139:0/8-Il.2.142:0/8 Il.9.26:0/8-Il.9.29:0/9 | ἀλλʼ ἄγεθʼ ὡς ἂν ἐγὼ εἴπω πειθώμεθα πάντες φεύγωμεν σὺν νηυσὶ φίλην ἐς πατρίδα γαῖαν οὐ γὰρ ἔτι Τροίην αἱρήσομεν εὐρυάγυιαν ὣς
22 2 0 | Il.24.154:1/7-Il.24.157:1/8 Il.24.183:2/8-Il.24.186:1/8 | ἄξει εἷός κεν ἄγων Ἀχιλῆϊ πελάσσῃ αὐτὰρ ἐπὴν ἀγάγῃσιν ἔσω κλισίην Ἀχιλῆος οὔτʼ αὐτὸς κτενέει ἀπό τʼ ἄλλους πάντας ἐρύξει οὔτε γάρ
21 2 0 | Il.9.134:6/7-Il.9.137:4/6 Il.9.276:7/8-Il.9.279:4/6 | γυναικῶν ταῦτα μὲν αὐτίκα πάντα παρέσσεται εἰ δέ κεν αὖτε ἄστυ μέγα Πριάμοιο θεοὶ δώωσʼ ἀλαπάξαι νῆα ἅλις χρυσοῦ καὶ χαλκοῦ
21 2 0 | Il.10.208:0/7-Il.10.210:5/6 Il.10.409:0/7-Il.10.411:5/6 | ἅσσά τε μητιόωσι μετὰ σφίσιν ἢ μεμάασιν αὖθι μένειν παρὰ νηυσὶν ἀπόπροθεν ἦε πόλιν δὲ ἂψ ἀναχωρήσουσιν ἐπεὶ δαμάσαντό γʼ Ἀχαιούς
21 2 0 | Il.12.348:6/9-Il.12.351:2/8 Il.12.361:6/9-Il.12.364:2/7 | καὶ νεῖκος ὄρωρεν ἀλλά περ οἶος ἴτω Τελαμώνιος ἄλκιμος Αἴας καί οἱ Τεῦκρος ἅμα σπέσθω τόξων ἐῢ εἰδώς ὣς ἔφατʼ οὐδʼ
21 2 0 | Il.14.205:0/8-Il.14.207:6/7 Il.14.304:0/8-Il.14.306:6/7 | τοὺς εἶμʼ ὀψομένη καί σφʼ ἄκριτα νείκεα λύσω ἤδη γὰρ δηρὸν χρόνον ἀλλήλων ἀπέχονται εὐνῆς καὶ φιλότητος ἐπεὶ χόλος ἔμπεσε θυμῷ
21 2 0 | Il.17.30:1/6-Il.17.32:8/9 Il.20.196:1/6-Il.20.198:8/9 | ἀλλά σʼ ἔγωγʼ ἀναχωρήσαντα κελεύω ἐς πληθὺν ἰέναι μηδʼ ἀντίος ἵστασʼ ἐμεῖο πρίν τι κακὸν παθέειν ῥεχθὲν δέ τε νήπιος ἔγνω
20 2 0 | Il.4.496:5/9-Il.4.499:0/6 Il.15.573:4/8-Il.15.576:0/5 | καὶ ἀκόντισε δουρὶ φαεινῷ ἀμφὶ ἓ παπτήνας ὑπὸ δὲ Τρῶες κεκάδοντο ἀνδρὸς ἀκοντίσσαντος ὃ δʼ οὐχ ἅλιον βέλος ἧκεν ἀλλʼ
20 2 0 | Il.5.221:0/7-Il.5.223:7/8 Il.8.105:0/7-Il.8.107:7/8 | ἀλλʼ ἄγʼ ἐμῶν ὀχέων ἐπιβήσεο ὄφρα ἴδηαι οἷοι Τρώϊοι ἵπποι ἐπιστάμενοι πεδίοιο κραιπνὰ μάλʼ ἔνθα καὶ ἔνθα διωκέμεν ἠδὲ φέβεσθαι
20 2 0 | Il.6.318:3/9-Il.6.320:6/7 Il.8.493:4/10-Il.8.495:6/7 | Διῒ φίλος ἐν δʼ ἄρα χειρὶ ἔγχος ἔχʼ ἑνδεκάπηχυ πάροιθε δὲ λάμπετο δουρὸς αἰχμὴ χαλκείη περὶ δὲ χρύσεος θέε πόρκης
20 2 0 | Il.11.285:0/7-Il.11.287:6/7 Il.15.485:0/7-Il.15.487:6/7 | Τρωσί τε καὶ Λυκίοισιν ἐκέκλετο μακρὸν ἀΰσας Τρῶες καὶ Λύκιοι καὶ Δάρδανοι ἀγχιμαχηταὶ ἀνέρες ἔστε φίλοι μνήσασθε δὲ θούριδος ἀλκῆς
20 2 0 | Il.16.440:5/6-Il.16.443:7/8 Il.22.178:5/6-Il.22.181:7/8 | ἔειπες ἄνδρα θνητὸν ἐόντα πάλαι πεπρωμένον αἴσῃ ἂψ ἐθέλεις θανάτοιο δυσηχέος ἐξαναλῦσαι; ἔρδʼ ἀτὰρ οὔ τοι πάντες ἐπαινέομεν θεοὶ ἄλλοι
19 2 0 | Il.5.130:5/8-Il.5.132:7/8 Il.5.819:4/7-Il.5.821:7/8 | θεοῖς ἀντικρὺ μάχεσθαι τοῖς ἄλλοις ἀτὰρ εἴ κε Διὸς θυγάτηρ Ἀφροδίτη ἔλθῃσʼ ἐς πόλεμον τήν γʼ οὐτάμεν ὀξέϊ χαλκῷ
19 2 0 | Il.5.300:0/10-Il.5.301:8/9 Il.17.7:0/10-Il.17.8:8/9 | πρόσθε δέ οἱ δόρυ τʼ ἔσχε καὶ ἀσπίδα πάντοσʼ ἐΐσην τὸν κτάμεναι μεμαὼς ὅς τις τοῦ γʼ ἀντίος ἔλθοι
19 2 0 | Il.5.303:1/9-Il.5.304:10/11 Il.20.286:1/9-Il.20.287:10/11 | μέγα ἔργον ὃ οὐ δύο γʼ ἄνδρε φέροιεν οἷοι νῦν βροτοί εἰσʼ ὃ δέ μιν ῥέα πάλλε καὶ οἶος
19 2 0 | Il.9.418:0/6-Il.9.420:5/6 Il.9.685:0/6-Il.9.687:5/6 | οἴκαδʼ ἀποπλείειν ἐπεὶ οὐκέτι δήετε τέκμωρ Ἰλίου αἰπεινῆς μάλα γάρ ἑθεν εὐρύοπα Ζεὺς χεῖρα ἑὴν ὑπερέσχε τεθαρσήκασι δὲ λαοί
19 2 0 | Il.10.402:1/6-Il.10.404:7/8 Il.17.76:1/6-Il.17.78:7/8 | Αἰακίδαο δαΐφρονος οἳ δʼ ἀλεγεινοὶ ἀνδράσι γε θνητοῖσι δαμήμεναι ἠδʼ ὀχέεσθαι ἄλλῳ γʼ ἢ Ἀχιλῆϊ τὸν ἀθανάτη τέκε μήτηρ
