75 2 0 | Il.2.23-Il.2.33 Il.2.60-Il.2.70 | εὕδω Ἀτρεύς υἱός δαίφρων ἱππόδαμος οὐ χρή παννύχιος εὕδω βουληφόρος ἀνήρ ὅς λαός τε ἐπιτρέπω καί τόσος μέλω νῦν δέ ἐγώ συνίημι ὦκα Ζεύς δέ σύ ἄγγελος εἰμί ὅς σύ ἄνευθε εἰμί μέγας κήδω ἠδέ ἐλεαίρω θωρήσσω σύ κελεύω κάρα κομάω Ἀχαιός πανσυδίῃ νῦν γάρ ἄν αἱρέω πόλις εὐρυάγυια Τρώς οὐ γάρ ἔτι ἀμφίς Ὀλύμπιος δῶμα ἔχω ἀθάνατος φράζω ἐπιγνάμπτω γάρ ἅπας Ἥρα λίσσομαι Τρώς δέ κῆδος ἐφάπτω ἐκ Ζεύς ἀλλά σύ σός ἔχω φρήν
31 2 0 | Il.16.135-Il.16.139 Il.3.334-Il.3.338 | ἀμφί δέ ἄρα ὦμος βάλλω ξίφος ἀργυρόηλος χάλκεος ἀτάρ ἔπειτα σάκος μέγας τε στιβαρός τε κράς δέ ἐπί ἴφθιμος κυνέη εὔτυκτος τίθημι ἵππουρις δεινός δέ λόφος καθύπερθε νεύω αἱρέω δέ ἄλκιμος
31 2 0 | Il.18.55-Il.18.60 Il.18.436-Il.18.441 | τε ἔξοχος ἥρως ὁ δέ ἀνατρέχω ἔρνος ἴσος ὁ μέν ἐγώ τρέφω φυτόν ὡς γουνός ἀλωή ναῦς ἐπιπροίημι κορωνίς Ἴλιος εἴσω Τρώς μάχομαι ὁ δέ οὐ ὑποδέχομαι αὖθις οἴκαδε νοστέω δόμος
31 2 0 | Il.5.733-Il.5.737 Il.8.384-Il.8.388 | ἀτάρ Ἀθήνη κόρη Ζεύς αἰγίοχος πέπλος μέν καταχεύω ἑανός πατήρ ἐπί οὖδας ποικίλος ὅς ἄρα αὐτός ποιέω καί κάμνω χείρ ὁ δέ χιτών ἐνδύω Ζεύς νεφεληγερέτα τεῦχος εἰς πόλεμος θωρήσσω δακρυόεις
30 2 0 | Il.11.211-Il.11.215 Il.5.494-Il.5.498 | δέ ἐκ ὄχος σύν τεῦχος ἅλλομαι χαμᾶζε πάλλω δέ ὀξύς δόρυ κατά στρατός οἴχομαι πάντῃ ὀτρύνω μάχομαι ἐγείρω δέ φύλοπις αἰνός ὁ δέ ἐλελίζω καί ἐναντίος ἵστημι Ἀχαιός Ἀργεῖος δέ
30 2 0 | Il.11.799-Il.11.804 Il.16.41-Il.16.46 | ἀπέχω πόλεμος Τρώς ἀναπνέω δέ ἄρειος υἱός Ἀχαιός τείρω ὀλίγος δέ τε ἀνάπνευσις πόλεμος ῥεῖα δέ ἄν ἀκμής κάμνω ἀνήρ ἀυτή ὠθέω πρός ἄστυ ναῦς ἀπό καί κλισία ὡς φημί
30 2 0 | Il.16.610-Il.16.613 Il.17.526-Il.17.529 | ἀλλά ὁ μέν ἄντα εἶδον ἀλέομαι χάλκεος ἔγχος πρόσω γάρ κατακύπτω ὁ δέ ἐξόπιθεν δόρυ μακρός οὖδας ἐνσκίμπτω ἐπί δέ οὐρίαχος πελεμίζω ἔγχος ἔνθα δέ ἔπειτα ἀφίημι μένος ὄβριμος Ἄρης
29 2 0 | Il.11.534-Il.11.537 Il.20.499-Il.20.502 | νέκυς τε καί ἀσπίς αἷμα δέ ἄξων ἔνερθε ἅπας παλάσσω καί ἄντυξ ὅς περί δίφρος ὅς ἄρα ἀπό ἵππειος ὁπλή ῥαθάμιγξ βάλλω ὅς τε ἀπό ἐπίσωτρον ὁ δέ ἵημι
29 2 0 | Il.3.70-Il.3.73 Il.3.91-Il.3.94 | ἀμφί Ἑλένη καί κτῆμα πᾶς μάχομαι ὁπότερος δέ ἄν νικάω κρείσσων τε γίγνομαι κτῆμα αἱρέω εὖ πᾶς γυνή τε οἴκαδε ἄγω ὅς δέ ἄλλος φιλότης καί ὅρκιον πιστός τέμνω
29 2 0 | Il.7.323-Il.7.327 Il.9.92-Il.9.96 | ἀτάρ ἐπεί πόσις καί ἐδητύς ἐκ ἔρος ἵημι ὁ ὁ γέρων πάμπρωτος ὑφαίνω ἄρχω μῆτις Νέστωρ ὅς καί πρόσθεν ἄριστος φαίνω βουλή ὁ σφεῖς εὐφρονέων ἀγοράομαι καί μετεῖπον Ἀτρείδης
29 2 0 | Il.9.428-Il.9.431 Il.9.691-Il.9.694 | ἐν ναῦς φίλος εἰς πατρίς ἕπομαι αὔριον ἐάν ἐθέλω ἀνάγκη δέ οὐ τις μιν ἄγω ὡς φημί ὁ δέ ἄρα πᾶς ἀκήν γίγνομαι σιωπή μῦθος ἄγαμαι μάλα γάρ κρατερός
28 2 0 | Il.18.384-Il.18.386 Il.18.423-Il.18.425 | ἐν τε ἄρα ἕ φύω χείρ ἔπος τε φημί ἐκ τε ὀνομάζω τίπτε Θέτις τανύπεπλος ἱκάνω ἡμέτερος δῶμα αἰδοῖος τε φίλος τε πάρος γε μέν οὐ τις θαμίζω
27 2 0 | Il.1.22-Il.1.25 Il.1.376-Il.1.379 | ἔνθα ἄλλος μέν πᾶς ἐπευφημέω Ἀχαιός αἰδέομαι τε ἱερεύς καί ἀγλαός δέχομαι ἄποινα ἀλλά οὐ Ἀτρείδης Ἀγαμέμνων ἁνδάνω θυμός ἀλλά κακός ἀφίημι κρατερός δέ ἐπί μῦθος τέλλω
27 2 0 | Il.2.160-Il.2.163 Il.2.176-Il.2.179 | κατά δέ ἄν εὐχωλή Πρίαμος καί Τρώς λείπω Ἀργεῖος Ἑλένη ὅς ἕνεκα πολύς Ἀχαιός ἐν Τροία ἀπόλλυμι φίλος ἀπό πατρίς αἶα ἀλλά εἶμι νῦν κατά λαός Ἀχαιός
26 2 0 | Il.1.13-Il.1.16 Il.1.372-Il.1.375 | λύω τε θυγάτηρ φέρω τε ἀπερείσιος ἄποινα στέμμα ἔχω ἐν χείρ ἑκηβόλος Ἀπόλλων χρύσεος ἀνά σκῆπτρον καί λίσσομαι πᾶς Ἀχαιός Ἀτρείδης δέ μάλιστα δύο κοσμήτωρ λαός
26 2 0 | Il.13.420-Il.13.423 Il.8.331-Il.8.334 | ἀλλά θέω περιβαίνω καί ἕ σάκος ἀμφικαλύπτω ὁ μέν ἔπειτα ὑποδύομαι δύο ἐρίηρος ἑταῖρος Μηκιστεύς Ἐχίος παῖς καί δῖος Ἀλάστωρ ναῦς ἐπί γλαφυρός φέρω βαρύς στενάχω
25 2 0 | Il.13.535-Il.13.538 Il.14.429-Il.14.432 | ὄφρα ἱκνέομαι ἵππος ὠκύς ὅς ἕ ὄπισθεν μάχη ἠδέ πόλεμος ἵστημι ἡνίοχος τε καί ἅρμα ποικίλος ἔχω ὁ ὁ γε πρός ἄστυ φέρω βαρύς στενάχω
25 2 0 | Il.2.139-Il.2.142 Il.9.26-Il.9.29 | ἀλλά ἄγε ὡς ἄν ἐγώ εἶπον πείθω πᾶς φεύγω σύν ναῦς φίλος εἰς πατρίς γαῖα οὐ γάρ ἔτι Τροία αἱρέω εὐρυάγυια ὡς φημί ὁ δέ
24 2 0 | Il.13.23-Il.13.26 Il.8.41-Il.8.44 | ὑπό ὄχος τιτύσκομαι χαλκόπους ἵππος ὠκυπέτης χρύσεος ἔθειρα κομάω χρυσός δέ αὐτός δύω περί χρώς γέντο δέ ἱμάσθλη χρύσεος εὔτυκτος ἑός δέ ἐπιβαίνω δίφρος
24 2 0 | Il.13.174-Il.13.177 Il.15.549-Il.15.552 | ἀτάρ ἐπεί Δαναοί ναῦς ἔρχομαι ἀμφιέλισσα ἄψ εἰς Ἴλιος ἔρχομαι μεταπρέπω δέ Τρώς ναίω δέ παρά Πρίαμος ὁ δέ μιν τίω ἴσος τέκος ὁ
24 2 0 | Il.13.390-Il.13.393 Il.16.483-Il.16.486 | πίτυς βλωθρός ὁ τε ὄρος τέκτων ἀνήρ ἐκτέμνω πέλεκυς νεηκής νήιος εἰμί ὡς ὁ πρόσθεν ἵππος καί δίφρος κεῖμαι τανύω βρυχάομαι κόνις δράσσομαι αἱματόεις
23 2 0 | Il.11.189-Il.11.192 Il.11.204-Il.11.207 | ὁ δέ ἄλλος λαός ἄνωγα μάρναμαι δάιος κατά κρατερός ὑσμίνη ἀτάρ ἐπεί ἄν ἤ δόρυ τύπτω ἤ βάλλω ἰός εἰς ἵππος ἅλλομαι τότε
23 2 0 | Il.20.315-Il.20.318 Il.21.374-Il.21.377 | ἀλέξω κακός ἦμαρ μή δέ ὁπότε ἄν Τροία μαλερός πῦρ πᾶς δαίω καίω καίω δέ ἄρειος υἱός Ἀχαιός ἀτάρ ἐπεί ὁ γε ἀκούω
23 2 0 | Il.24.149-Il.24.152 Il.24.178-Il.24.181 | ἕπομαι γεραιός ὅς ἄν ἰθύνω ἡμίονος καί ἄμαξα εὔτροχος ἠδέ καί αὖθις νεκρός ἄγω πρός ἄστυ ὁ κτείνω δῖος Ἀχιλλεύς μή δέ τις
23 2 0 | Il.9.131-Il.9.134 Il.9.273-Il.9.276 | δίδωμι μετά δέ εἰμί ὅς τότε ἀπαυράω κόρη Βρισεύς ἐπί δέ μέγας ὅρκος ὄμνυμι μή ποτέ ὁ εὐνή ἐπιβαίνω ἠδέ μίγνυμι ὅς θέμις
22 2 0 | Il.12.348-Il.12.351 Il.12.361-Il.12.364 | καί νεῖκος ὄρνυμι ἀλλά πέρ οἶος εἶμι Τελαμών ἄλκιμος Αἴας καί ἕ Τεῦκρος ἅμα ἕπομαι τόξον εὖ οἶδα ὡς φημί οὐ δέ
22 2 0 | Il.17.30-Il.17.32 Il.20.196-Il.20.198 | ἀλλά σύ ἐγώ ἀναχωρέω κελεύω εἰς πληθύς εἶμι μή δέ ἀντίος ἵστημι ἐγώ πρίν τις κακός πάσχω ῥέζω δέ τε νήπιος γιγνώσκω
22 2 0 | Il.24.292-Il.24.295 Il.24.310-Il.24.313 | αὐτός φίλτατος οἰωνός καί ἕ κράτος εἰμί μέγας δεξιός ὄφρα μιν αὐτός ἐν ὀφθαλμός νοέω ὁ πίσυνος ἐπί ναῦς εἶμι Δαναοί ταχύπωλος
22 2 0 | Il.4.163-Il.4.165 Il.6.447-Il.6.449 | εὖ γάρ ἐγώ ὅδε οἶδα κατά φρήν καί κατά θυμός εἰμί ἦμαρ ὅτι ἄν ποτέ ὄλλυμι Ἴλιος ἱρός καί Πρίαμος καί λαός
22 2 0 | Il.4.449-Il.4.451 Il.8.63-Il.8.65 | ἀλλήλων πολύς δέ ὀρυμαγδός ὄρνυμι ἔνθα δέ ἅμα οἰμωγή τε καί εὐχωλή πέλω ἀνήρ ὄλλυμι τε καί ὄλλυμι ῥέω δέ αἷμα γαῖα
22 2 0 | Il.5.494-Il.5.496 Il.6.103-Il.6.105 | αὐτίκα δέ ἐκ ὄχος σύν τεῦχος ἅλλομαι χαμᾶζε πάλλω δέ ὀξύς δόρυ κατά στρατός οἴχομαι πάντῃ ὀτρύνω μάχομαι ἐγείρω δέ φύλοπις αἰνός
22 2 0 | Il.8.505-Il.8.507 Il.8.545-Il.8.547 | ἐκ πόλις δέ ἄγω βοῦς καί ἴφιος μῆλον καρπάλιμος οἶνος δέ μελίφρων οἰνίζομαι σῖτος τε ἐκ μέγαρον ἐπί δέ ξύλον πολύς λέγω
21 2 0 | Il.1.466-Il.1.468 Il.7.318-Il.7.320 | ὀπτάω τε περιφραδής ἐρύω τε πᾶς ἀτάρ ἐπεί παύω πόνος τεύχω τε δαίς δαίνυμι οὐ δέ τις θυμός δέω δαίς ἴσος
21 2 0 | Il.10.208-Il.10.210 Il.10.409-Il.10.411 | ὅστις τε μητιάω μετά σφεῖς ἤ μέμαα αὖθι μένω παρά ναῦς ἀπόπροθεν ἤ πόλις δέ ἄψ ἀναχωρέω ἐπεί δαμάζω γε Ἀχαιός
21 2 0 | Il.11.330-Il.11.332 Il.2.832-Il.2.834 | μαντοσύνη οὐ δέ ἑός παῖς ἐάω στείχω εἰς πόλεμος φθισήνωρ ὁ δέ ἕ οὐ τις πείθω κήρ γάρ ἄγω μέλας θάνατος
21 2 0 | Il.14.205-Il.14.207 Il.14.304-Il.14.306 | ὁ εἶμι ὁράω καί σφεῖς ἄκριτος νεῖκος λύω ἤδη γάρ δηρός χρόνος ἀλλήλων ἀπέχω εὐνή καί φιλότης ἐπεί χόλος ἐμπίπτω θυμός
21 2 0 | Il.20.200-Il.20.203 Il.20.431-Il.20.434 | Πηλείδης μή δή ἔπος ἐγώ νηπύτιος ὡς ἔλπω δειδίσσομαι ἐπεί σάφα οἶδα καί αὐτός ἠμέν κερτομία ἠδέ αἴσυλος μυθέομαι οἶδα δέ
21 2 0 | Il.3.73-Il.3.76 Il.3.256-Il.3.259 | δέ ἄλλος φιλότης καί ὅρκιον πιστός τέμνω ναίω Τροία ἐριβῶλαξ ὁ δέ νέομαι Ἄργος εἰς ἱππόβοτος καί Ἀχαιίς καλλιγύναιξ ὡς φημί
21 2 0 | Il.4.459-Il.4.461 Il.6.9-Il.6.11 | βάλλω πρῶτος κόρυς φάλος ἱπποδάσεια ἐν δέ μέτωπον πήγνυμι περάω δέ ἄρα ὀστέον εἴσω αἰχμή χάλκειος ὁ δέ σκότος ὄσσα καλύπτω
21 2 0 | Il.6.92-Il.6.95 Il.6.273-Il.6.276 | τίθημι Ἀθήνη ἐπί γόνυ εὔκομος καί ἕ ὑπισχνέομαι δυοκαίδεκα βοῦς ἐν ναός ἦνις ἤκεστος ἱερεύω εἰ ἄν ἐλεέω ἄστυ τε καί
21 2 0 | Il.6.318-Il.6.321 Il.8.493-Il.8.496 | Ζεύς φίλος ἐν δέ ἄρα χείρ ἔγχος ἔχω ἑνδεκάπηχυς πάροιθε δέ λάμπω δόρυ αἰχμή χάλκειος περί δέ χρύσεος θέω πόρκης ὁ
20 2 0 | Il.10.402-Il.10.404 Il.17.76-Il.17.78 | ἵππος Αἰακίδης δαίφρων ὁ δέ ἀλεγεινός ἀνήρ γε θνητός δαμάζω ἠδέ ὀχέω ἄλλος γε ἤ Ἀχιλλεύς ὁ ἀθάνατος τίκτω μήτηρ
20 2 0 | Il.12.231-Il.12.234 Il.7.357-Il.7.360 | ἐγώ φίλος οὗτος ἀγορεύω οἶδα καί ἄλλος μῦθος ἀμείνων ὅδε νοέω εἰ δέ ἐτεός δή οὗτος ἀπό σπουδή ἀγορεύω ἐκ
20 2 0 | Il.13.131-Il.13.133 Il.16.215-Il.16.217 | ἀσπίς ἄρα ἀσπίς ἐρείδω κόρυς κόρυς ἀνήρ δέ ἀνήρ ψαύω δέ ἱππόκομος κόρυς λαμπρός φάλος νεύω ὡς πυκνός ἐφίστημι ἀλλήλων
20 2 0 | Il.15.573-Il.15.576 Il.4.496-Il.4.499 | καί ἀκοντίζω δόρυ φαεινός ἀμφί ἕ παπταίνω ὑπό δέ Τρώς χάζω ἀνήρ ἀκοντίζω ὁ δέ οὐ ἅλιος βέλος ἵημι ἀλλά
20 2 0 | Il.16.456-Il.16.458 Il.16.674-Il.16.676 | ἔνθα ἕ ταρχύω κασίγνητος τε ἔτης τε τύμβος τε στήλη τε ὁ γάρ γέρας εἰμί θνήσκω ὡς φημί οὐ δέ
20 2 0 | Il.24.203-Il.24.205 Il.24.519-Il.24.521 | ἐπί ναῦς Ἀχαιός ἔρχομαι οἶος ἀνήρ εἰς ὀφθαλμός ὅς σύ πολύς τε καί ἐσθλός υἱός ἐξεναρίζω σιδήρεος νῦν σύ ἦτορ
20 2 0 | Il.9.417-Il.9.420 Il.9.684-Il.9.687 | παραμυθέομαι οἴκαδε ἀποπλέω ἐπεί οὐκέτι δήω τέκμωρ Ἴλιος αἰπεινός μάλα γάρ ἕ εὐρύοπα Ζεύς χείρ ἑός ὑπερέχω θαρσέω δέ λαός
19 2 0 | Il.11.5-Il.11.8 Il.8.222-Il.8.225 | μεγακήτης ναῦς μέλας ὅς ἄρα ἐν μέσσατος εἰμί γέγωνα ἀμφοτέρωσε ἠμέν ἐπί Αἴας κλισία Τελαμωνιάδης ἠδέ ἐπί Ἀχιλλεύς ὁ
19 2 0 | Il.12.345-Il.12.348 Il.12.358-Il.12.361 | τεύχω αἰπύς ὄλεθρος ὧδε γάρ βρίθω Λύκιοι ἀγός ὅς ὁ πάρος πέρ ζαχρηής τελέθω κατά κρατερός ὑσμίνη εἰ δέ
19 2 0 | Il.14.195-Il.14.197 Il.18.426-Il.18.428 | αὐδάω ὅς τις φρονέω τελέω δέ ἐγώ θυμός ἄνωγα εἰ δύναμαι τελέω γε καί εἰ τελέω εἰμί ὁ δέ
19 2 0 | Il.20.286-Il.20.287 Il.5.303-Il.5.304 | μέγας ἔργον ὅς οὐ δύο γε ἀνήρ φέρω οἷος νῦν βροτός εἰμί ὁ δέ μιν ῥέα πάλλω καί οἶος
19 2 0 | Il.24.147-Il.24.149 Il.24.176-Il.24.178 | δῶρον δέ Ἀχιλλεύς φέρω ὁ ἄν θυμός ἰαίνω οἶος μή δέ τις ἄλλος ἅμα Τρώς εἶμι ἀνήρ κῆρυξ τις
19 2 0 | Il.4.533-Il.4.536 Il.5.624-Il.5.627 | ἔχω ὅς ἕ μέγας πέρ εἰμί καί ἴφθιμος καί ἀγαυός ὠθέω ἀπό σφεῖς ὁ δέ χάζω πελεμίζω ὡς ὁ
19 2 0 | Il.5.130-Il.5.132 Il.5.819-Il.5.821 | θεός ἀντικρύ μάχομαι ὁ ἄλλος ἀτάρ εἰ ἄν Ζεύς θυγάτηρ Ἀφροδίτη ἔρχομαι εἰς πόλεμος ὁ γε οὐτάω ὀξύς χαλκός
19 2 0 | Il.5.750-Il.5.752 Il.8.394-Il.8.396 | ὁ ἐπιτρέπω μέγας οὐρανός Ὄλυμπος τε ἠμέν ἀνακλίνω πυκνός νέφος ἠδέ ἐπιτίθημι τῇ ἄρα διά αὐτός κεντρηνεκής ἔχω ἵππος
19 2 0 | Il.6.93-Il.6.96 Il.6.308-Il.6.311 | δυοκαίδεκα βοῦς ἐν ναός ἦνις ἤκεστος ἱερεύω εἰ ἄν ἐλεέω ἄστυ τε καί τρώς ἄλοχος καί νήπιος τέκνον ὡς
19 2 0 | Il.7.376-Il.7.379 Il.7.395-Il.7.398 | ἄν νεκρός καίω ὕστερον αὖτε μάχομαι εἰς ὁ ἄν δαίμων ἐγώ διακρίνω δίδωμι δέ ἕτερος γε νίκη ὡς φημί
18 2 0 | Il.1.453-Il.1.455 Il.16.236-Il.16.238 | κλύω εὔχομαι τιμάω μέν ἐγώ μέγας δέ ἴπτομαι λαός Ἀχαιός ἠδέ ἔτι καί νῦν ἐγώ ὅδε ἐπικραίνω ἔλδωρ
18 2 0 | Il.11.16-Il.11.19 Il.16.130-Il.16.133 | νῶροψ χαλκός κνημίς μέν πρῶτος περί κνήμη τίθημι καλός ἀργύρεος ἐπισφύρια ἀραρίσκω δεύτερος αὖ θώραξ περί στῆθος δύω
18 2 0 | Il.11.285-Il.11.287 Il.15.485-Il.15.487 | Τρώς τε καί Λύκιοι κέλομαι μακρός αὔω Τρώς καί Λύκιοι καί Δάρδανος ἀγχιμαχητής ἀνήρ εἰμί φίλος μιμνήσκω δέ
18 2 0 | Il.13.671-Il.13.672 Il.16.606-Il.16.607 | ὁ βάλλω ὑπό γναθμός καί οὖς ὦκα δέ θυμός οἴχομαι ἀπό μέλος στυγερός δέ ἄρα μιν σκότος αἱρέω
18 2 0 | Il.22.182-Il.22.184 Il.8.38-Il.8.40 | πρόσφημι νεφεληγερέτα Ζεύς θαρσέω Τριτογένεια φίλος τέκος οὐ νῦν τις θυμός πρόφρων μυθέομαι ἐθέλω δέ σύ ἤπιος εἰμί
18 2 0 | Il.23.706-Il.23.708 Il.23.752-Il.23.754 | ἵστημι δέ ὀρθός καί μῦθος ἐν Ἀργεῖος εἶπον ὄρνυμι ὅς καί οὗτος ἆθλος πειράω ὡς φημί ὄρνυμι δέ
18 2 0 | Il.4.196-Il.4.198 Il.4.206-Il.4.208 | ὅς τις ὀιστεύω βάλλω τόξον εὖ οἶδα Τρώς ἤ Λύκιοι ὁ μέν κλέος ἐγώ δέ πένθος ὡς φημί
18 2 0 | Il.8.404-Il.8.406 Il.8.418-Il.8.420 | οὐ δέ ἄν εἰς δέκατος περιτέλλομαι ἐνιαυτός ἕλκος ἀπαλθαίνομαι ὅς ἄν μάρπτω κεραυνός ὄφρα οἶδα γλαυκῶπις ὅτι ἄν
17 2 0 | Il.1.459-Il.1.461 Il.2.422-Il.2.424 | καί σφάζω καί δέρω μηρός τε ἐκτέμνω κατά τε κνῖσα καλύπτω δίπτυχος ποιέω ἐπί αὐτός δέ ὠμοθετέω
17 2 0 | Il.11.550-Il.11.552 Il.17.659-Il.17.661 | ὅς τε μιν οὐ ἐάω βοῦς ἐκ πῖαρ αἱρέω πάννυχος ἐγρήσσω ὁ δέ κρέας ἐρατίζω ἰθύω ἀλλά
17 2 0 | Il.11.552-Il.11.554 Il.17.661-Il.17.663 | πράσσω θαμέες γάρ ἄκων ἀντίος ἀίσσω θρασύς ἀπό χείρ καίω τε δετή ὁ τε τρέω σεύω πέρ
17 2 0 | Il.13.507-Il.13.508 Il.17.314-Il.17.315 | ῥήγνυμι δέ θώραξ γύαλον διά δέ ἔντερον χαλκός ἀφύσσω ὁ δέ ἐν κονία πίπτω αἱρέω γαῖα ἀγοστός
17 2 0 | Il.13.695-Il.13.697 Il.15.334-Il.15.336 | Αἴας ἀδελφός ἀτάρ ναίω ἐν Φυλάκη γαῖα ἀπό πατρίς ἀνήρ κατακτείνω γνωτός μητρυιά Ἐριῶπις ὅς ἔχω Ὀιλεύς
17 2 0 | Il.17.518-Il.17.519 Il.5.538-Il.5.539 | ὁ δέ οὐ ἔγχος ῥύομαι διά πρό δέ εἶμι χαλκός νείαιρα δέ ἐν γαστήρ διά ζωστήρ ἐλαύνω
17 2 0 | Il.18.60-Il.18.62 Il.18.441-Il.18.443 | εἴσω ὄφρα δέ ἐγώ ζῶ καί ὁράω φάος ἠέλιος ἀχεύω οὐ δέ τις ἕ δύναμαι χραισμέω εἶμι
17 2 0 | Il.21.509-Il.21.511 Il.5.373-Il.5.375 | τίς νῦν σύ τοιόσδε ῥέζω φίλος τέκος Οὐρανίωνες μαψίδιος ὡς εἰ τις κακός ῥέζω ἐνωπή ὁ δέ
